D1y,Hour,Minute,v1r1(t-4),v1r2(t-4),v1r3(t-4),v1r4(t-4),v1r5(t-4),v1r1(t-3),v1r2(t-3),v1r3(t-3),v1r4(t-3),v1r5(t-3),v1r1(t-2),v1r2(t-2),v1r3(t-2),v1r4(t-2),v1r5(t-2),v1r1(t-1),v1r2(t-1),v1r3(t-1),v1r4(t-1),v1r5(t-1),v1r1(t),v1r2(t),v1r3(t),v1r4(t),v1r5(t),target
3,12,45,67,64,60,61,62,66,64,59,62,63,66,65,58,62,61,66,64,59,61,61,66,63,59,61,61,2
3,13,0,66,64,59,62,63,66,65,58,62,61,66,64,59,61,61,66,63,59,61,61,67,63,58,62,60,2
3,13,15,66,65,58,62,61,66,64,59,61,61,66,63,59,61,61,67,63,58,62,60,68,65,58,62,62,2
3,13,30,66,64,59,61,61,66,63,59,61,61,67,63,58,62,60,68,65,58,62,62,67,64,57,63,62,2
3,13,45,66,63,59,61,61,67,63,58,62,60,68,65,58,62,62,67,64,57,63,62,66,63,54,64,62,2
3,14,0,67,63,58,62,60,68,65,58,62,62,67,64,57,63,62,66,63,54,64,62,67,65,62,65,63,2
3,14,15,68,65,58,62,62,67,64,57,63,62,66,63,54,64,62,67,65,62,65,63,67,62,58,63,62,2
3,14,30,67,64,57,63,62,66,63,54,64,62,67,65,62,65,63,67,62,58,63,62,71,65,64,62,62,2
3,14,45,66,63,54,64,62,67,65,62,65,63,67,62,58,63,62,71,65,64,62,62,69,66,57,63,60,2
3,15,0,67,65,62,65,63,67,62,58,63,62,71,65,64,62,62,69,66,57,63,60,67,66,57,65,60,2
3,15,15,67,62,58,63,62,71,65,64,62,62,69,66,57,63,60,67,66,57,65,60,68,67,62,63,62,3
3,15,30,71,65,64,62,62,69,66,57,63,60,67,66,57,65,60,68,67,62,63,62,67,65,59,62,55,3
3,15,45,69,66,57,63,60,67,66,57,65,60,68,67,62,63,62,67,65,59,62,55,66,59,55,39,28,3
3,16,0,67,66,57,65,60,68,67,62,63,62,67,65,59,62,55,66,59,55,39,28,67,32,46,22,14,2
3,16,15,68,67,62,63,62,67,65,59,62,55,66,59,55,39,28,67,32,46,22,14,64,36,51,27,24,2
3,16,30,67,65,59,62,55,66,59,55,39,28,67,32,46,22,14,64,36,51,27,24,69,66,55,66,64,2
3,16,45,66,59,55,39,28,67,32,46,22,14,64,36,51,27,24,69,66,55,66,64,69,64,56,62,62,2
3,17,0,67,32,46,22,14,64,36,51,27,24,69,66,55,66,64,69,64,56,62,62,67,62,57,63,60,2
3,17,15,64,36,51,27,24,69,66,55,66,64,69,64,56,62,62,67,62,57,63,60,66,62,61,63,61,2
3,17,30,69,66,55,66,64,69,64,56,62,62,67,62,57,63,60,66,62,61,63,61,66,63,61,65,62,2
3,17,45,69,64,56,62,62,67,62,57,63,60,66,62,61,63,61,66,63,61,65,62,66,65,58,63,63,2
3,18,0,67,62,57,63,60,66,62,61,63,61,66,63,61,65,62,66,65,58,63,63,63,63,56,60,61,2
3,18,15,66,62,61,63,61,66,63,61,65,62,66,65,58,63,63,63,63,56,60,61,65,63,56,59,61,1
3,18,30,66,63,61,65,62,66,65,58,63,63,63,63,56,60,61,65,63,56,59,61,67,63,60,59,63,2
3,18,45,66,65,58,63,63,63,63,56,60,61,65,63,56,59,61,67,63,60,59,63,65,61,55,61,65,2
3,19,0,63,63,56,60,61,65,63,56,59,61,67,63,60,59,63,65,61,55,61,65,58,53,54,57,62,2
3,19,15,65,63,56,59,61,67,63,60,59,63,65,61,55,61,65,58,53,54,57,62,62,59,59,53,61,2
3,19,30,67,63,60,59,63,65,61,55,61,65,58,53,54,57,62,62,59,59,53,61,65,63,56,54,59,2
3,19,45,65,61,55,61,65,58,53,54,57,62,62,59,59,53,61,65,63,56,54,59,65,63,52,57,60,2
3,20,0,58,53,54,57,62,62,59,59,53,61,65,63,56,54,59,65,63,52,57,60,64,62,55,61,59,2
3,20,15,62,59,59,53,61,65,63,56,54,59,65,63,52,57,60,64,62,55,61,59,64,64,60,62,60,2
3,20,30,65,63,56,54,59,65,63,52,57,60,64,62,55,61,59,64,64,60,62,60,67,65,57,61,60,2
3,20,45,65,63,52,57,60,64,62,55,61,59,64,64,60,62,60,67,65,57,61,60,66,64,58,63,62,2
3,21,0,64,62,55,61,59,64,64,60,62,60,67,65,57,61,60,66,64,58,63,62,64,64,55,63,63,2
3,21,15,64,64,60,62,60,67,65,57,61,60,66,64,58,63,62,64,64,55,63,63,68,67,62,65,63,2
3,21,30,67,65,57,61,60,66,64,58,63,62,64,64,55,63,63,68,67,62,65,63,68,67,60,64,64,2
3,21,45,66,64,58,63,62,64,64,55,63,63,68,67,62,65,63,68,67,60,64,64,68,66,59,66,64,2
3,22,0,64,64,55,63,63,68,67,62,65,63,68,67,60,64,64,68,66,59,66,64,65,66,58,65,62,1
3,22,15,68,67,62,65,63,68,67,60,64,64,68,66,59,66,64,65,66,58,65,62,67,67,59,65,64,1
3,22,30,68,67,60,64,64,68,66,59,66,64,65,66,58,65,62,67,67,59,65,64,67,65,55,66,65,1
3,22,45,68,66,59,66,64,65,66,58,65,62,67,67,59,65,64,67,65,55,66,65,70,67,60,66,65,1
3,23,0,65,66,58,65,62,67,67,59,65,64,67,65,55,66,65,70,67,60,66,65,70,68,63,67,66,1
3,23,15,67,67,59,65,64,67,65,55,66,65,70,67,60,66,65,70,68,63,67,66,70,69,60,69,68,1
3,23,30,67,65,55,66,65,70,67,60,66,65,70,68,63,67,66,70,69,60,69,68,69,71,56,66,66,1
3,23,45,70,67,60,66,65,70,68,63,67,66,70,69,60,69,68,69,71,56,66,66,67,69,57,66,66,1
4,0,0,70,68,63,67,66,70,69,60,69,68,69,71,56,66,66,67,69,57,66,66,68,70,63,63,66,1
4,0,15,70,69,60,69,68,69,71,56,66,66,67,69,57,66,66,68,70,63,63,66,67,65,53,63,66,1
4,0,30,69,71,56,66,66,67,69,57,66,66,68,70,63,63,66,67,65,53,63,66,69,65,47,64,68,1
4,0,45,67,69,57,66,66,68,70,63,63,66,67,65,53,63,66,69,65,47,64,68,70,65,29,65,67,1
4,1,0,68,70,63,63,66,67,65,53,63,66,69,65,47,64,68,70,65,29,65,67,70,64,51,61,66,1
4,1,15,67,65,53,63,66,69,65,47,64,68,70,65,29,65,67,70,64,51,61,66,70,68,56,65,67,1
4,1,30,69,65,47,64,68,70,65,29,65,67,70,64,51,61,66,70,68,56,65,67,70,69,62,72,74,3
4,1,45,70,65,29,65,67,70,64,51,61,66,70,68,56,65,67,70,69,62,72,74,71,66,44,66,67,2
4,2,0,70,64,51,61,66,70,68,56,65,67,70,69,62,72,74,71,66,44,66,67,72,68,13,62,26,1
4,2,15,70,68,56,65,67,70,69,62,72,74,71,66,44,66,67,72,68,13,62,26,69,70,0,67,57,1
4,2,30,70,69,62,72,74,71,66,44,66,67,72,68,13,62,26,69,70,0,67,57,68,65,0,61,68,3
4,2,45,71,66,44,66,67,72,68,13,62,26,69,70,0,67,57,68,65,0,61,68,69,67,0,64,67,3
4,3,0,72,68,13,62,26,69,70,0,67,57,68,65,0,61,68,69,67,0,64,67,66,67,12,60,25,3
4,3,15,69,70,0,67,57,68,65,0,61,68,69,67,0,64,67,66,67,12,60,25,65,68,11,53,38,3
4,3,30,68,65,0,61,68,69,67,0,64,67,66,67,12,60,25,65,68,11,53,38,68,69,0,48,0,1
4,3,45,69,67,0,64,67,66,67,12,60,25,65,68,11,53,38,68,69,0,48,0,65,68,38,63,39,3
4,4,0,66,67,12,60,25,65,68,11,53,38,68,69,0,48,0,65,68,38,63,39,75,73,44,71,70,3
4,4,15,65,68,11,53,38,68,69,0,48,0,65,68,38,63,39,75,73,44,71,70,71,65,23,59,28,2
4,4,30,68,69,0,48,0,65,68,38,63,39,75,73,44,71,70,71,65,23,59,28,70,67,60,62,28,2
4,4,45,65,68,38,63,39,75,73,44,71,70,71,65,23,59,28,70,67,60,62,28,69,68,42,66,52,1
4,5,0,75,73,44,71,70,71,65,23,59,28,70,67,60,62,28,69,68,42,66,52,69,75,50,67,49,1
4,5,15,71,65,23,59,28,70,67,60,62,28,69,68,42,66,52,69,75,50,67,49,70,75,13,73,71,1
4,5,30,70,67,60,62,28,69,68,42,66,52,69,75,50,67,49,70,75,13,73,71,70,66,49,68,70,1
4,5,45,69,68,42,66,52,69,75,50,67,49,70,75,13,73,71,70,66,49,68,70,70,67,62,65,67,2
4,6,0,69,75,50,67,49,70,75,13,73,71,70,66,49,68,70,70,67,62,65,67,70,70,63,65,66,1
4,6,15,70,75,13,73,71,70,66,49,68,70,70,67,62,65,67,70,70,63,65,66,73,71,59,66,63,1
4,6,30,70,66,49,68,70,70,67,62,65,67,70,70,63,65,66,73,71,59,66,63,73,69,58,66,66,2
4,6,45,70,67,62,65,67,70,70,63,65,66,73,71,59,66,63,73,69,58,66,66,70,71,66,69,67,2
4,7,0,70,70,63,65,66,73,71,59,66,63,73,69,58,66,66,70,71,66,69,67,69,69,62,66,63,3
4,7,15,73,71,59,66,63,73,69,58,66,66,70,71,66,69,67,69,69,62,66,63,67,67,62,64,59,3
4,7,30,73,69,58,66,66,70,71,66,69,67,69,69,62,66,63,67,67,62,64,59,52,44,60,36,41,3
4,7,45,70,71,66,69,67,69,69,62,66,63,67,67,62,64,59,52,44,60,36,41,34,41,60,31,29,3
4,8,0,69,69,62,66,63,67,67,62,64,59,52,44,60,36,41,34,41,60,31,29,30,34,55,29,33,3
4,8,15,67,67,62,64,59,52,44,60,36,41,34,41,60,31,29,30,34,55,29,33,30,31,54,27,24,3
4,8,30,52,44,60,36,41,34,41,60,31,29,30,34,55,29,33,30,31,54,27,24,34,27,55,26,20,3
4,8,45,34,41,60,31,29,30,34,55,29,33,30,31,54,27,24,34,27,55,26,20,26,21,53,29,26,3
4,9,0,30,34,55,29,33,30,31,54,27,24,34,27,55,26,20,26,21,53,29,26,33,34,53,33,34,2
4,9,15,30,31,54,27,24,34,27,55,26,20,26,21,53,29,26,33,34,53,33,34,55,41,56,41,40,2
4,9,30,34,27,55,26,20,26,21,53,29,26,33,34,53,33,34,55,41,56,41,40,64,58,57,58,56,2
4,9,45,26,21,53,29,26,33,34,53,33,34,55,41,56,41,40,64,58,57,58,56,63,62,56,62,59,2
4,10,0,33,34,53,33,34,55,41,56,41,40,64,58,57,58,56,63,62,56,62,59,64,61,55,64,60,2
4,10,15,55,41,56,41,40,64,58,57,58,56,63,62,56,62,59,64,61,55,64,60,63,61,55,64,61,2
4,10,30,64,58,57,58,56,63,62,56,62,59,64,61,55,64,60,63,61,55,64,61,65,62,56,65,61,2
4,10,45,63,62,56,62,59,64,61,55,64,60,63,61,55,64,61,65,62,56,65,61,65,63,59,64,60,2
4,11,0,64,61,55,64,60,63,61,55,64,61,65,62,56,65,61,65,63,59,64,60,65,64,58,61,61,2
4,11,15,63,61,55,64,61,65,62,56,65,61,65,63,59,64,60,65,64,58,61,61,63,63,55,62,62,2
4,11,30,65,62,56,65,61,65,63,59,64,60,65,64,58,61,61,63,63,55,62,62,66,65,55,62,59,2
4,11,45,65,63,59,64,60,65,64,58,61,61,63,63,55,62,62,66,65,55,62,59,65,63,55,60,59,2
4,12,0,65,64,58,61,61,63,63,55,62,62,66,65,55,62,59,65,63,55,60,59,65,64,57,60,60,2
4,12,15,63,63,55,62,62,66,65,55,62,59,65,63,55,60,59,65,64,57,60,60,64,63,55,58,62,2
4,12,30,66,65,55,62,59,65,63,55,60,59,65,64,57,60,60,64,63,55,58,62,64,63,58,60,60,2
4,12,45,65,63,55,60,59,65,64,57,60,60,64,63,55,58,62,64,63,58,60,60,65,64,62,60,61,2
4,13,0,65,64,57,60,60,64,63,55,58,62,64,63,58,60,60,65,64,62,60,61,64,63,58,59,60,2
4,13,15,64,63,55,58,62,64,63,58,60,60,65,64,62,60,61,64,63,58,59,60,65,64,52,61,63,2
4,13,30,64,63,58,60,60,65,64,62,60,61,64,63,58,59,60,65,64,52,61,63,66,65,59,62,63,2
4,13,45,65,64,62,60,61,64,63,58,59,60,65,64,52,61,63,66,65,59,62,63,67,65,59,63,62,2
4,14,0,64,63,58,59,60,65,64,52,61,63,66,65,59,62,63,67,65,59,63,62,66,63,56,61,60,2
4,14,15,65,64,52,61,63,66,65,59,62,63,67,65,59,63,62,66,63,56,61,60,67,64,56,57,59,2
4,14,30,66,65,59,62,63,67,65,59,63,62,66,63,56,61,60,67,64,56,57,59,67,64,59,59,59,2
4,14,45,67,65,59,63,62,66,63,56,61,60,67,64,56,57,59,67,64,59,59,59,69,64,56,57,57,2
4,15,0,66,63,56,61,60,67,64,56,57,59,67,64,59,59,59,69,64,56,57,57,66,61,57,55,59,2
4,15,15,67,64,56,57,59,67,64,59,59,59,69,64,56,57,57,66,61,57,55,59,64,50,56,52,59,2
4,15,30,67,64,59,59,59,69,64,56,57,57,66,61,57,55,59,64,50,56,52,59,62,56,57,52,57,2
4,15,45,69,64,56,57,57,66,61,57,55,59,64,50,56,52,59,62,56,57,52,57,61,58,57,55,63,2
4,16,0,66,61,57,55,59,64,50,56,52,59,62,56,57,52,57,61,58,57,55,63,62,62,57,54,61,2
4,16,15,64,50,56,52,59,62,56,57,52,57,61,58,57,55,63,62,62,57,54,61,63,55,54,55,59,2
4,16,30,62,56,57,52,57,61,58,57,55,63,62,62,57,54,61,63,55,54,55,59,63,64,57,61,63,2
4,16,45,61,58,57,55,63,62,62,57,54,61,63,55,54,55,59,63,64,57,61,63,64,66,56,61,62,2
4,17,0,62,62,57,54,61,63,55,54,55,59,63,64,57,61,63,64,66,56,61,62,65,64,50,60,62,2
4,17,15,63,55,54,55,59,63,64,57,61,63,64,66,56,61,62,65,64,50,60,62,66,65,55,62,61,2
4,17,30,63,64,57,61,63,64,66,56,61,62,65,64,50,60,62,66,65,55,62,61,64,63,50,61,63,2
4,17,45,64,66,56,61,62,65,64,50,60,62,66,65,55,62,61,64,63,50,61,63,64,62,55,63,62,2
4,18,0,65,64,50,60,62,66,65,55,62,61,64,63,50,61,63,64,62,55,63,62,66,64,53,58,60,2
4,18,15,66,65,55,62,61,64,63,50,61,63,64,62,55,63,62,66,64,53,58,60,65,63,54,56,58,2
4,18,30,64,63,50,61,63,64,62,55,63,62,66,64,53,58,60,65,63,54,56,58,66,62,53,58,59,2
4,18,45,64,62,55,63,62,66,64,53,58,60,65,63,54,56,58,66,62,53,58,59,66,62,55,60,60,2
4,19,0,66,64,53,58,60,65,63,54,56,58,66,62,53,58,59,66,62,55,60,60,66,62,57,58,59,2
4,19,15,65,63,54,56,58,66,62,53,58,59,66,62,55,60,60,66,62,57,58,59,67,60,52,58,61,2
4,19,30,66,62,53,58,59,66,62,55,60,60,66,62,57,58,59,67,60,52,58,61,65,61,55,54,61,2
4,19,45,66,62,55,60,60,66,62,57,58,59,67,60,52,58,61,65,61,55,54,61,65,61,55,61,60,2
4,20,0,66,62,57,58,59,67,60,52,58,61,65,61,55,54,61,65,61,55,61,60,64,63,54,62,60,2
4,20,15,67,60,52,58,61,65,61,55,54,61,65,61,55,61,60,64,63,54,62,60,65,62,57,63,61,2
4,20,30,65,61,55,54,61,65,61,55,61,60,64,63,54,62,60,65,62,57,63,61,66,62,53,63,62,2
4,20,45,65,61,55,61,60,64,63,54,62,60,65,62,57,63,61,66,62,53,63,62,65,62,55,61,62,2
4,21,0,64,63,54,62,60,65,62,57,63,61,66,62,53,63,62,65,62,55,61,62,62,60,55,62,62,2
4,21,15,65,62,57,63,61,66,62,53,63,62,65,62,55,61,62,62,60,55,62,62,67,62,54,63,61,2
4,21,30,66,62,53,63,62,65,62,55,61,62,62,60,55,62,62,67,62,54,63,61,67,62,54,61,62,2
4,21,45,65,62,55,61,62,62,60,55,62,62,67,62,54,63,61,67,62,54,61,62,66,62,58,61,62,2
4,22,0,62,60,55,62,62,67,62,54,63,61,67,62,54,61,62,66,62,58,61,62,66,64,58,63,62,1
4,22,15,67,62,54,63,61,67,62,54,61,62,66,62,58,61,62,66,64,58,63,62,68,65,55,64,64,1
4,22,30,67,62,54,61,62,66,62,58,61,62,66,64,58,63,62,68,65,55,64,64,68,63,55,63,65,2
4,22,45,66,62,58,61,62,66,64,58,63,62,68,65,55,64,64,68,63,55,63,65,69,64,56,65,65,1
4,23,0,66,64,58,63,62,68,65,55,64,64,68,63,55,63,65,69,64,56,65,65,69,65,58,64,63,1
4,23,15,68,65,55,64,64,68,63,55,63,65,69,64,56,65,65,69,65,58,64,63,68,67,62,67,65,2
4,23,30,68,63,55,63,65,69,64,56,65,65,69,65,58,64,63,68,67,62,67,65,70,66,57,67,66,1
4,23,45,69,64,56,65,65,69,65,58,64,63,68,67,62,67,65,70,66,57,67,66,70,67,52,67,63,1
5,0,0,69,65,58,64,63,68,67,62,67,65,70,66,57,67,66,70,67,52,67,63,69,67,57,64,66,2
5,0,15,68,67,62,67,65,70,66,57,67,66,70,67,52,67,63,69,67,57,64,66,68,66,58,67,68,2
5,0,30,70,66,57,67,66,70,67,52,67,63,69,67,57,64,66,68,66,58,67,68,68,65,57,67,64,1
5,0,45,70,67,52,67,63,69,67,57,64,66,68,66,58,67,68,68,65,57,67,64,68,65,57,65,64,1
5,1,0,69,67,57,64,66,68,66,58,67,68,68,65,57,67,64,68,65,57,65,64,68,67,58,66,69,1
5,1,15,68,66,58,67,68,68,65,57,67,64,68,65,57,65,64,68,67,58,66,69,69,67,56,64,66,1
5,1,30,68,65,57,67,64,68,65,57,65,64,68,67,58,66,69,69,67,56,64,66,70,66,55,64,68,1
5,1,45,68,65,57,65,64,68,67,58,66,69,69,67,56,64,66,70,66,55,64,68,70,67,55,65,67,1
5,2,0,68,67,58,66,69,69,67,56,64,66,70,66,55,64,68,70,67,55,65,67,74,70,58,68,70,1
5,2,15,69,67,56,64,66,70,66,55,64,68,70,67,55,65,67,74,70,58,68,70,71,70,60,64,65,1
5,2,30,70,66,55,64,68,70,67,55,65,67,74,70,58,68,70,71,70,60,64,65,68,68,56,64,66,1
5,2,45,70,67,55,65,67,74,70,58,68,70,71,70,60,64,65,68,68,56,64,66,72,67,61,69,68,1
5,3,0,74,70,58,68,70,71,70,60,64,65,68,68,56,64,66,72,67,61,69,68,74,68,56,72,79,2
5,3,15,71,70,60,64,65,68,68,56,64,66,72,67,61,69,68,74,68,56,72,79,72,64,54,71,80,1
5,3,30,68,68,56,64,66,72,67,61,69,68,74,68,56,72,79,72,64,54,71,80,71,63,48,64,60,1
5,3,45,72,67,61,69,68,74,68,56,72,79,72,64,54,71,80,71,63,48,64,60,72,70,38,65,66,2
5,4,0,74,68,56,72,79,72,64,54,71,80,71,63,48,64,60,72,70,38,65,66,70,70,49,67,67,2
5,4,15,72,64,54,71,80,71,63,48,64,60,72,70,38,65,66,70,70,49,67,67,68,68,49,67,63,3
5,4,30,71,63,48,64,60,72,70,38,65,66,70,70,49,67,67,68,68,49,67,63,70,67,47,63,64,2
5,4,45,72,70,38,65,66,70,70,49,67,67,68,68,49,67,63,70,67,47,63,64,65,68,59,41,14,1
5,5,0,70,70,49,67,67,68,68,49,67,63,70,67,47,63,64,65,68,59,41,14,70,65,60,64,55,2
5,5,15,68,68,49,67,63,70,67,47,63,64,65,68,59,41,14,70,65,60,64,55,71,75,52,70,73,1
5,5,30,70,67,47,63,64,65,68,59,41,14,70,65,60,64,55,71,75,52,70,73,63,54,47,66,63,1
5,5,45,65,68,59,41,14,70,65,60,64,55,71,75,52,70,73,63,54,47,66,63,64,65,62,69,72,1
5,6,0,70,65,60,64,55,71,75,52,70,73,63,54,47,66,63,64,65,62,69,72,69,64,50,68,66,1
5,6,15,71,75,52,70,73,63,54,47,66,63,64,65,62,69,72,69,64,50,68,66,70,66,56,68,66,1
5,6,30,63,54,47,66,63,64,65,62,69,72,69,64,50,68,66,70,66,56,68,66,72,66,0,66,66,2
5,6,45,64,65,62,69,72,69,64,50,68,66,70,66,56,68,66,72,66,0,66,66,69,67,60,69,66,1
5,7,0,69,64,50,68,66,70,66,56,68,66,72,66,0,66,66,69,67,60,69,66,71,65,45,66,63,1
5,7,15,70,66,56,68,66,72,66,0,66,66,69,67,60,69,66,71,65,45,66,63,74,68,63,68,69,1
5,7,30,72,66,0,66,66,69,67,60,69,66,71,65,45,66,63,74,68,63,68,69,69,69,67,68,65,1
5,7,45,69,67,60,69,66,71,65,45,66,63,74,68,63,68,69,69,69,67,68,65,66,65,58,67,66,2
5,8,0,71,65,45,66,63,74,68,63,68,69,69,69,67,68,65,66,65,58,67,66,67,65,59,65,65,2
5,8,15,74,68,63,68,69,69,69,67,68,65,66,65,58,67,66,67,65,59,65,65,68,66,58,65,64,2
5,8,30,69,69,67,68,65,66,65,58,67,66,67,65,59,65,65,68,66,58,65,64,70,64,59,66,64,2
5,8,45,66,65,58,67,66,67,65,59,65,65,68,66,58,65,64,70,64,59,66,64,71,66,55,65,64,2
5,9,0,67,65,59,65,65,68,66,58,65,64,70,64,59,66,64,71,66,55,65,64,70,66,58,65,63,2
5,9,15,68,66,58,65,64,70,64,59,66,64,71,66,55,65,64,70,66,58,65,63,69,66,64,64,64,2
5,9,30,70,64,59,66,64,71,66,55,65,64,70,66,58,65,63,69,66,64,64,64,67,66,59,64,63,2
5,9,45,71,66,55,65,64,70,66,58,65,63,69,66,64,64,64,67,66,59,64,63,70,67,58,65,61,2
5,10,0,70,66,58,65,63,69,66,64,64,64,67,66,59,64,63,70,67,58,65,61,69,64,51,63,61,2
5,10,15,69,66,64,64,64,67,66,59,64,63,70,67,58,65,61,69,64,51,63,61,69,68,54,62,62,2
5,10,30,67,66,59,64,63,70,67,58,65,61,69,64,51,63,61,69,68,54,62,62,70,67,59,64,62,2
5,10,45,70,67,58,65,61,69,64,51,63,61,69,68,54,62,62,70,67,59,64,62,67,65,55,61,59,2
5,11,0,69,64,51,63,61,69,68,54,62,62,70,67,59,64,62,67,65,55,61,59,67,64,57,61,60,2
5,11,15,69,68,54,62,62,70,67,59,64,62,67,65,55,61,59,67,64,57,61,60,67,66,54,64,61,2
5,11,30,70,67,59,64,62,67,65,55,61,59,67,64,57,61,60,67,66,54,64,61,66,64,57,62,61,2
5,11,45,67,65,55,61,59,67,64,57,61,60,67,66,54,64,61,66,64,57,62,61,68,65,59,59,61,2
5,12,0,67,64,57,61,60,67,66,54,64,61,66,64,57,62,61,68,65,59,59,61,66,65,56,60,61,2
5,12,15,67,66,54,64,61,66,64,57,62,61,68,65,59,59,61,66,65,56,60,61,66,63,58,59,62,2
5,12,30,66,64,57,62,61,68,65,59,59,61,66,65,56,60,61,66,63,58,59,62,67,65,57,60,62,2
5,12,45,68,65,59,59,61,66,65,56,60,61,66,63,58,59,62,67,65,57,60,62,68,64,56,62,61,2
5,13,0,66,65,56,60,61,66,63,58,59,62,67,65,57,60,62,68,64,56,62,61,64,62,57,64,59,2
5,13,15,66,63,58,59,62,67,65,57,60,62,68,64,56,62,61,64,62,57,64,59,64,62,58,64,60,2
5,13,30,67,65,57,60,62,68,64,56,62,61,64,62,57,64,59,64,62,58,64,60,65,64,58,63,61,2
5,13,45,68,64,56,62,61,64,62,57,64,59,64,62,58,64,60,65,64,58,63,61,66,63,56,61,60,2
5,14,0,64,62,57,64,59,64,62,58,64,60,65,64,58,63,61,66,63,56,61,60,65,62,55,58,59,2
5,14,15,64,62,58,64,60,65,64,58,63,61,66,63,56,61,60,65,62,55,58,59,66,62,57,58,60,2
5,14,30,65,64,58,63,61,66,63,56,61,60,65,62,55,58,59,66,62,57,58,60,67,63,55,58,58,2
5,14,45,66,63,56,61,60,65,62,55,58,59,66,62,57,58,60,67,63,55,58,58,69,66,58,63,63,1
5,15,0,65,62,55,58,59,66,62,57,58,60,67,63,55,58,58,69,66,58,63,63,71,66,59,62,62,1
5,15,15,66,62,57,58,60,67,63,55,58,58,69,66,58,63,63,71,66,59,62,62,71,66,58,63,65,2
5,15,30,67,63,55,58,58,69,66,58,63,63,71,66,59,62,62,71,66,58,63,65,70,67,58,65,66,1
5,15,45,69,66,58,63,63,71,66,59,62,62,71,66,58,63,65,70,67,58,65,66,70,66,61,63,62,1
5,16,0,71,66,59,62,62,71,66,58,63,65,70,67,58,65,66,70,66,61,63,62,68,66,62,63,66,2
5,16,15,71,66,58,63,65,70,67,58,65,66,70,66,61,63,62,68,66,62,63,66,67,65,60,63,66,2
5,16,30,70,67,58,65,66,70,66,61,63,62,68,66,62,63,66,67,65,60,63,66,70,66,56,64,62,2
5,16,45,70,66,61,63,62,68,66,62,63,66,67,65,60,63,66,70,66,56,64,62,69,66,57,64,64,2
5,17,0,68,66,62,63,66,67,65,60,63,66,70,66,56,64,62,69,66,57,64,64,68,66,60,64,64,1
5,17,15,67,65,60,63,66,70,66,56,64,62,69,66,57,64,64,68,66,60,64,64,69,66,56,63,64,2
5,17,30,70,66,56,64,62,69,66,57,64,64,68,66,60,64,64,69,66,56,63,64,70,67,57,63,66,2
5,17,45,69,66,57,64,64,68,66,60,64,64,69,66,56,63,64,70,67,57,63,66,69,68,56,62,64,2
5,18,0,68,66,60,64,64,69,66,56,63,64,70,67,57,63,66,69,68,56,62,64,70,68,55,63,63,2
5,18,15,69,66,56,63,64,70,67,57,63,66,69,68,56,62,64,70,68,55,63,63,69,65,56,65,63,2
5,18,30,70,67,57,63,66,69,68,56,62,64,70,68,55,63,63,69,65,56,65,63,70,64,53,62,61,2
5,18,45,69,68,56,62,64,70,68,55,63,63,69,65,56,65,63,70,64,53,62,61,69,65,57,63,62,2
5,19,0,70,68,55,63,63,69,65,56,65,63,70,64,53,62,61,69,65,57,63,62,65,62,56,61,63,2
5,19,15,69,65,56,65,63,70,64,53,62,61,69,65,57,63,62,65,62,56,61,63,65,62,58,61,62,2
5,19,30,70,64,53,62,61,69,65,57,63,62,65,62,56,61,63,65,62,58,61,62,65,63,58,61,63,2
5,19,45,69,65,57,63,62,65,62,56,61,63,65,62,58,61,62,65,63,58,61,63,68,64,58,62,63,2
5,20,0,65,62,56,61,63,65,62,58,61,62,65,63,58,61,63,68,64,58,62,63,65,62,54,59,60,2
5,20,15,65,62,58,61,62,65,63,58,61,63,68,64,58,62,63,65,62,54,59,60,68,63,56,60,60,2
5,20,30,65,63,58,61,63,68,64,58,62,63,65,62,54,59,60,68,63,56,60,60,67,62,57,61,63,2
5,20,45,68,64,58,62,63,65,62,54,59,60,68,63,56,60,60,67,62,57,61,63,67,63,57,61,62,1
5,21,0,65,62,54,59,60,68,63,56,60,60,67,62,57,61,63,67,63,57,61,62,67,63,55,60,64,2
5,21,15,68,63,56,60,60,67,62,57,61,63,67,63,57,61,62,67,63,55,60,64,68,65,55,61,65,2
5,21,30,67,62,57,61,63,67,63,57,61,62,67,63,55,60,64,68,65,55,61,65,66,64,57,61,62,2
5,21,45,67,63,57,61,62,67,63,55,60,64,68,65,55,61,65,66,64,57,61,62,68,64,59,64,64,2
5,22,0,67,63,55,60,64,68,65,55,61,65,66,64,57,61,62,68,64,59,64,64,68,64,58,66,64,1
5,22,15,68,65,55,61,65,66,64,57,61,62,68,64,59,64,64,68,64,58,66,64,69,66,54,64,64,2
5,22,30,66,64,57,61,62,68,64,59,64,64,68,64,58,66,64,69,66,54,64,64,67,64,58,63,67,2
5,22,45,68,64,59,64,64,68,64,58,66,64,69,66,54,64,64,67,64,58,63,67,68,66,58,64,63,2
5,23,0,68,64,58,66,64,69,66,54,64,64,67,64,58,63,67,68,66,58,64,63,67,66,61,65,62,2
5,23,15,69,66,54,64,64,67,64,58,63,67,68,66,58,64,63,67,66,61,65,62,67,64,60,67,64,1
5,23,30,67,64,58,63,67,68,66,58,64,63,67,66,61,65,62,67,64,60,67,64,69,67,61,66,64,1
5,23,45,68,66,58,64,63,67,66,61,65,62,67,64,60,67,64,69,67,61,66,64,71,69,55,63,68,2
