D1y,Hour,Minute,v1r1(t-4),v1r2(t-4),v1r3(t-4),v1r4(t-4),v1r5(t-4),v1r1(t-3),v1r2(t-3),v1r3(t-3),v1r4(t-3),v1r5(t-3),v1r1(t-2),v1r2(t-2),v1r3(t-2),v1r4(t-2),v1r5(t-2),v1r1(t-1),v1r2(t-1),v1r3(t-1),v1r4(t-1),v1r5(t-1),v1r1(t),v1r2(t),v1r3(t),v1r4(t),v1r5(t),target
4,15,30,65,63,56,58,59,64,61,53,57,60,62,60,50,58,58,61,57,53,53,55,67,61,54,51,54,2
4,15,45,64,61,53,57,60,62,60,50,58,58,61,57,53,53,55,67,61,54,51,54,56,50,51,52,55,2
4,16,0,62,60,50,58,58,61,57,53,53,55,67,61,54,51,54,56,50,51,52,55,49,49,54,51,55,2
4,16,15,61,57,53,53,55,67,61,54,51,54,56,50,51,52,55,49,49,54,51,55,64,59,56,58,58,2
4,16,30,67,61,54,51,54,56,50,51,52,55,49,49,54,51,55,64,59,56,58,58,67,64,56,59,61,2
4,16,45,56,50,51,52,55,49,49,54,51,55,64,59,56,58,58,67,64,56,59,61,68,63,57,52,60,2
4,17,0,49,49,54,51,55,64,59,56,58,58,67,64,56,59,61,68,63,57,52,60,67,62,57,60,61,2
4,17,15,64,59,56,58,58,67,64,56,59,61,68,63,57,52,60,67,62,57,60,61,68,63,55,60,62,2
4,17,30,67,64,56,59,61,68,63,57,52,60,67,62,57,60,61,68,63,55,60,62,66,63,56,60,61,2
4,17,45,68,63,57,52,60,67,62,57,60,61,68,63,55,60,62,66,63,56,60,61,66,64,54,60,61,2
4,18,0,67,62,57,60,61,68,63,55,60,62,66,63,56,60,61,66,64,54,60,61,64,65,61,60,60,2
4,18,15,68,63,55,60,62,66,63,56,60,61,66,64,54,60,61,64,65,61,60,60,65,63,56,60,60,2
4,18,30,66,63,56,60,61,66,64,54,60,61,64,65,61,60,60,65,63,56,60,60,65,62,52,60,62,2
4,18,45,66,64,54,60,61,64,65,61,60,60,65,63,56,60,60,65,62,52,60,62,66,62,56,55,61,2
4,19,0,64,65,61,60,60,65,63,56,60,60,65,62,52,60,62,66,62,56,55,61,65,64,61,60,61,2
4,19,15,65,63,56,60,60,65,62,52,60,62,66,62,56,55,61,65,64,61,60,61,66,65,57,57,60,2
4,19,30,65,62,52,60,62,66,62,56,55,61,65,64,61,60,61,66,65,57,57,60,66,68,57,59,64,2
4,19,45,66,62,56,55,61,65,64,61,60,61,66,65,57,57,60,66,68,57,59,64,65,64,54,60,60,2
4,20,0,65,64,61,60,61,66,65,57,57,60,66,68,57,59,64,65,64,54,60,60,64,62,54,60,59,2
4,20,15,66,65,57,57,60,66,68,57,59,64,65,64,54,60,60,64,62,54,60,59,67,65,56,61,62,2
4,20,30,66,68,57,59,64,65,64,54,60,60,64,62,54,60,59,67,65,56,61,62,67,65,55,59,61,2
4,20,45,65,64,54,60,60,64,62,54,60,59,67,65,56,61,62,67,65,55,59,61,65,64,55,59,60,2
4,21,0,64,62,54,60,59,67,65,56,61,62,67,65,55,59,61,65,64,55,59,60,66,64,54,60,62,2
4,21,15,67,65,56,61,62,67,65,55,59,61,65,64,55,59,60,66,64,54,60,62,65,63,55,59,60,2
4,21,30,67,65,55,59,61,65,64,55,59,60,66,64,54,60,62,65,63,55,59,60,68,65,54,63,62,2
4,21,45,65,64,55,59,60,66,64,54,60,62,65,63,55,59,60,68,65,54,63,62,68,65,59,61,62,2
4,22,0,66,64,54,60,62,65,63,55,59,60,68,65,54,63,62,68,65,59,61,62,66,65,61,62,62,2
4,22,15,65,63,55,59,60,68,65,54,63,62,68,65,59,61,62,66,65,61,62,62,68,66,57,64,63,2
4,22,30,68,65,54,63,62,68,65,59,61,62,66,65,61,62,62,68,66,57,64,63,68,65,58,66,64,2
4,22,45,68,65,59,61,62,66,65,61,62,62,68,66,57,64,63,68,65,58,66,64,69,65,59,65,63,1
4,23,0,66,65,61,62,62,68,66,57,64,63,68,65,58,66,64,69,65,59,65,63,69,66,55,64,62,2
4,23,15,68,66,57,64,63,68,65,58,66,64,69,65,59,65,63,69,66,55,64,62,66,66,56,65,68,1
4,23,30,68,65,58,66,64,69,65,59,65,63,69,66,55,64,62,66,66,56,65,68,69,66,62,65,63,1
4,23,45,69,65,59,65,63,69,66,55,64,62,66,66,56,65,68,69,66,62,65,63,71,68,58,65,66,1
5,0,0,69,66,55,64,62,66,66,56,65,68,69,66,62,65,63,71,68,58,65,66,67,68,55,67,65,2
5,0,15,66,66,56,65,68,69,66,62,65,63,71,68,58,65,66,67,68,55,67,65,69,66,55,67,68,2
5,0,30,69,66,62,65,63,71,68,58,65,66,67,68,55,67,65,69,66,55,67,68,70,64,57,65,62,2
5,0,45,71,68,58,65,66,67,68,55,67,65,69,66,55,67,68,70,64,57,65,62,69,66,54,66,64,1
5,1,0,67,68,55,67,65,69,66,55,67,68,70,64,57,65,62,69,66,54,66,64,70,70,60,66,64,1
5,1,15,69,66,55,67,68,70,64,57,65,62,69,66,54,66,64,70,70,60,66,64,72,71,70,66,65,2
5,1,30,70,64,57,65,62,69,66,54,66,64,70,70,60,66,64,72,71,70,66,65,69,69,58,67,67,2
5,1,45,69,66,54,66,64,70,70,60,66,64,72,71,70,66,65,69,69,58,67,67,67,67,58,64,61,1
5,2,0,70,70,60,66,64,72,71,70,66,65,69,69,58,67,67,67,67,58,64,61,66,68,59,67,63,1
5,2,15,72,71,70,66,65,69,69,58,67,67,67,67,58,64,61,66,68,59,67,63,68,69,60,66,65,2
5,2,30,69,69,58,67,67,67,67,58,64,61,66,68,59,67,63,68,69,60,66,65,69,67,46,64,68,1
5,2,45,67,67,58,64,61,66,68,59,67,63,68,69,60,66,65,69,67,46,64,68,74,65,61,67,64,2
5,3,0,66,68,59,67,63,68,69,60,66,65,69,67,46,64,68,74,65,61,67,64,74,69,66,67,66,1
5,3,15,68,69,60,66,65,69,67,46,64,68,74,65,61,67,64,74,69,66,67,66,71,66,57,26,55,1
5,3,30,69,67,46,64,68,74,65,61,67,64,74,69,66,67,66,71,66,57,26,55,71,66,44,56,71,1
5,3,45,74,65,61,67,64,74,69,66,67,66,71,66,57,26,55,71,66,44,56,71,69,63,48,69,65,1
5,4,0,74,69,66,67,66,71,66,57,26,55,71,66,44,56,71,69,63,48,69,65,71,69,62,66,65,3
5,4,15,71,66,57,26,55,71,66,44,56,71,69,63,48,69,65,71,69,62,66,65,69,69,14,67,65,2
5,4,30,71,66,44,56,71,69,63,48,69,65,71,69,62,66,65,69,69,14,67,65,70,67,43,64,43,1
5,4,45,69,63,48,69,65,71,69,62,66,65,69,69,14,67,65,70,67,43,64,43,68,66,50,68,64,2
5,5,0,71,69,62,66,65,69,69,14,67,65,70,67,43,64,43,68,66,50,68,64,69,67,60,68,65,1
5,5,15,69,69,14,67,65,70,67,43,64,43,68,66,50,68,64,69,67,60,68,65,69,68,45,65,60,1
5,5,30,70,67,43,64,43,68,66,50,68,64,69,67,60,68,65,69,68,45,65,60,68,65,56,66,65,1
5,5,45,68,66,50,68,64,69,67,60,68,65,69,68,45,65,60,68,65,56,66,65,71,66,46,63,67,2
5,6,0,69,67,60,68,65,69,68,45,65,60,68,65,56,66,65,71,66,46,63,67,67,67,39,67,68,1
5,6,15,69,68,45,65,60,68,65,56,66,65,71,66,46,63,67,67,67,39,67,68,73,68,54,68,64,1
5,6,30,68,65,56,66,65,71,66,46,63,67,67,67,39,67,68,73,68,54,68,64,71,67,55,66,67,2
5,6,45,71,66,46,63,67,67,67,39,67,68,73,68,54,68,64,71,67,55,66,67,69,69,62,65,65,1
5,7,0,67,67,39,67,68,73,68,54,68,64,71,67,55,66,67,69,69,62,65,65,70,66,64,66,64,1
5,7,15,73,68,54,68,64,71,67,55,66,67,69,69,62,65,65,70,66,64,66,64,67,68,64,66,67,1
5,7,30,71,67,55,66,67,69,69,62,65,65,70,66,64,66,64,67,68,64,66,67,70,70,66,65,65,1
5,7,45,69,69,62,65,65,70,66,64,66,64,67,68,64,66,67,70,70,66,65,65,71,69,0,64,65,1
5,8,0,70,66,64,66,64,67,68,64,66,67,70,70,66,65,65,71,69,0,64,65,71,66,49,64,65,2
5,8,15,67,68,64,66,67,70,70,66,65,65,71,69,0,64,65,71,66,49,64,65,71,63,55,64,67,2
5,8,30,70,70,66,65,65,71,69,0,64,65,71,66,49,64,65,71,63,55,64,67,70,65,59,65,64,2
5,8,45,71,69,0,64,65,71,66,49,64,65,71,63,55,64,67,70,65,59,65,64,69,68,56,63,62,2
5,9,0,71,66,49,64,65,71,63,55,64,67,70,65,59,65,64,69,68,56,63,62,69,65,54,61,62,2
5,9,15,71,63,55,64,67,70,65,59,65,64,69,68,56,63,62,69,65,54,61,62,68,66,53,60,61,2
5,9,30,70,65,59,65,64,69,68,56,63,62,69,65,54,61,62,68,66,53,60,61,68,66,55,61,61,2
5,9,45,69,68,56,63,62,69,65,54,61,62,68,66,53,60,61,68,66,55,61,61,69,65,54,61,62,2
5,10,0,69,65,54,61,62,68,66,53,60,61,68,66,55,61,61,69,65,54,61,62,68,64,56,62,61,2
5,10,15,68,66,53,60,61,68,66,55,61,61,69,65,54,61,62,68,64,56,62,61,67,63,57,62,63,2
5,10,30,68,66,55,61,61,69,65,54,61,62,68,64,56,62,61,67,63,57,62,63,67,63,51,62,60,2
5,10,45,69,65,54,61,62,68,64,56,62,61,67,63,57,62,63,67,63,51,62,60,65,61,50,59,58,2
5,11,0,68,64,56,62,61,67,63,57,62,63,67,63,51,62,60,65,61,50,59,58,66,61,55,58,59,2
5,11,15,67,63,57,62,63,67,63,51,62,60,65,61,50,59,58,66,61,55,58,59,66,61,54,60,59,2
5,11,30,67,63,51,62,60,65,61,50,59,58,66,61,55,58,59,66,61,54,60,59,65,61,53,62,63,2
5,11,45,65,61,50,59,58,66,61,55,58,59,66,61,54,60,59,65,61,53,62,63,66,60,55,59,58,2
5,12,0,66,61,55,58,59,66,61,54,60,59,65,61,53,62,63,66,60,55,59,58,64,61,57,57,59,2
5,12,15,66,61,54,60,59,65,61,53,62,63,66,60,55,59,58,64,61,57,57,59,65,60,55,58,60,2
5,12,30,65,61,53,62,63,66,60,55,59,58,64,61,57,57,59,65,60,55,58,60,66,60,54,54,58,2
5,12,45,66,60,55,59,58,64,61,57,57,59,65,60,55,58,60,66,60,54,54,58,65,60,55,53,59,2
5,13,0,64,61,57,57,59,65,60,55,58,60,66,60,54,54,58,65,60,55,53,59,64,60,53,57,59,2
5,13,15,65,60,55,58,60,66,60,54,54,58,65,60,55,53,59,64,60,53,57,59,64,61,54,57,61,2
5,13,30,66,60,54,54,58,65,60,55,53,59,64,60,53,57,59,64,61,54,57,61,65,64,56,57,61,2
5,13,45,65,60,55,53,59,64,60,53,57,59,64,61,54,57,61,65,64,56,57,61,64,62,51,59,61,2
5,14,0,64,60,53,57,59,64,61,54,57,61,65,64,56,57,61,64,62,51,59,61,65,60,52,56,60,2
5,14,15,64,61,54,57,61,65,64,56,57,61,64,62,51,59,61,65,60,52,56,60,66,62,53,61,61,2
5,14,30,65,64,56,57,61,64,62,51,59,61,65,60,52,56,60,66,62,53,61,61,67,62,53,62,60,2
5,14,45,64,62,51,59,61,65,60,52,56,60,66,62,53,61,61,67,62,53,62,60,67,62,55,59,59,2
5,15,0,65,60,52,56,60,66,62,53,61,61,67,62,53,62,60,67,62,55,59,59,67,63,55,58,60,2
5,15,15,66,62,53,61,61,67,62,53,62,60,67,62,55,59,59,67,63,55,58,60,67,63,57,59,61,2
5,15,30,67,62,53,62,60,67,62,55,59,59,67,63,55,58,60,67,63,57,59,61,68,64,59,63,63,2
5,15,45,67,62,55,59,59,67,63,55,58,60,67,63,57,59,61,68,64,59,63,63,70,66,60,61,63,2
5,16,0,67,63,55,58,60,67,63,57,59,61,68,64,59,63,63,70,66,60,61,63,70,67,65,65,64,2
5,16,15,67,63,57,59,61,68,64,59,63,63,70,66,60,61,63,70,67,65,65,64,73,67,57,64,63,2
5,16,30,68,64,59,63,63,70,66,60,61,63,70,67,65,65,64,73,67,57,64,63,70,67,56,62,63,2
5,16,45,70,66,60,61,63,70,67,65,65,64,73,67,57,64,63,70,67,56,62,63,67,66,54,62,60,2
5,17,0,70,67,65,65,64,73,67,57,64,63,70,67,56,62,63,67,66,54,62,60,68,65,55,60,59,2
5,17,15,73,67,57,64,63,70,67,56,62,63,67,66,54,62,60,68,65,55,60,59,68,63,54,62,62,2
5,17,30,70,67,56,62,63,67,66,54,62,60,68,65,55,60,59,68,63,54,62,62,68,64,57,63,63,2
5,17,45,67,66,54,62,60,68,65,55,60,59,68,63,54,62,62,68,64,57,63,63,69,66,55,61,61,2
5,18,0,68,65,55,60,59,68,63,54,62,62,68,64,57,63,63,69,66,55,61,61,68,65,55,63,64,2
5,18,15,68,63,54,62,62,68,64,57,63,63,69,66,55,61,61,68,65,55,63,64,67,66,58,63,63,2
5,18,30,68,64,57,63,63,69,66,55,61,61,68,65,55,63,64,67,66,58,63,63,68,64,52,62,63,2
5,18,45,69,66,55,61,61,68,65,55,63,64,67,66,58,63,63,68,64,52,62,63,67,65,53,62,62,1
5,19,0,68,65,55,63,64,67,66,58,63,63,68,64,52,62,63,67,65,53,62,62,67,66,53,62,62,2
5,19,15,67,66,58,63,63,68,64,52,62,63,67,65,53,62,62,67,66,53,62,62,68,66,55,63,65,2
5,19,30,68,64,52,62,63,67,65,53,62,62,67,66,53,62,62,68,66,55,63,65,68,67,59,64,62,2
5,19,45,67,65,53,62,62,67,66,53,62,62,68,66,55,63,65,68,67,59,64,62,66,63,57,63,62,2
5,20,0,67,66,53,62,62,68,66,55,63,65,68,67,59,64,62,66,63,57,63,62,64,63,52,62,62,2
5,20,15,68,66,55,63,65,68,67,59,64,62,66,63,57,63,62,64,63,52,62,62,63,60,52,62,63,2
5,20,30,68,67,59,64,62,66,63,57,63,62,64,63,52,62,62,63,60,52,62,63,66,63,55,60,61,2
5,20,45,66,63,57,63,62,64,63,52,62,62,63,60,52,62,63,66,63,55,60,61,64,61,48,61,60,2
5,21,0,64,63,52,62,62,63,60,52,62,63,66,63,55,60,61,64,61,48,61,60,64,62,56,62,63,2
5,21,15,63,60,52,62,63,66,63,55,60,61,64,61,48,61,60,64,62,56,62,63,70,64,56,63,64,2
5,21,30,66,63,55,60,61,64,61,48,61,60,64,62,56,62,63,70,64,56,63,64,68,64,58,62,60,2
5,21,45,64,61,48,61,60,64,62,56,62,63,70,64,56,63,64,68,64,58,62,60,66,60,59,64,63,2
5,22,0,64,62,56,62,63,70,64,56,63,64,68,64,58,62,60,66,60,59,64,63,70,64,60,63,62,2
5,22,15,70,64,56,63,64,68,64,58,62,60,66,60,59,64,63,70,64,60,63,62,69,65,63,64,64,2
5,22,30,68,64,58,62,60,66,60,59,64,63,70,64,60,63,62,69,65,63,64,64,70,66,61,61,62,1
5,22,45,66,60,59,64,63,70,64,60,63,62,69,65,63,64,64,70,66,61,61,62,69,65,67,64,60,1
5,23,0,70,64,60,63,62,69,65,63,64,64,70,66,61,61,62,69,65,67,64,60,71,65,60,65,67,2
5,23,15,69,65,63,64,64,70,66,61,61,62,69,65,67,64,60,71,65,60,65,67,72,67,63,67,69,2
5,23,30,70,66,61,61,62,69,65,67,64,60,71,65,60,65,67,72,67,63,67,69,71,67,55,64,62,1
5,23,45,69,65,67,64,60,71,65,60,65,67,72,67,63,67,69,71,67,55,64,62,69,66,57,66,63,1
6,0,0,71,65,60,65,67,72,67,63,67,69,71,67,55,64,62,69,66,57,66,63,67,67,51,66,67,2
6,0,15,72,67,63,67,69,71,67,55,64,62,69,66,57,66,63,67,67,51,66,67,68,67,59,64,66,1
6,0,30,71,67,55,64,62,69,66,57,66,63,67,67,51,66,67,68,67,59,64,66,71,68,60,61,64,2
6,0,45,69,66,57,66,63,67,67,51,66,67,68,67,59,64,66,71,68,60,61,64,68,66,59,67,68,1
6,1,0,67,67,51,66,67,68,67,59,64,66,71,68,60,61,64,68,66,59,67,68,69,66,60,62,61,1
6,1,15,68,67,59,64,66,71,68,60,61,64,68,66,59,67,68,69,66,60,62,61,69,67,58,66,65,1
6,1,30,71,68,60,61,64,68,66,59,67,68,69,66,60,62,61,69,67,58,66,65,70,69,68,67,65,1
6,1,45,68,66,59,67,68,69,66,60,62,61,69,67,58,66,65,70,69,68,67,65,71,69,55,65,65,1
6,2,0,69,66,60,62,61,69,67,58,66,65,70,69,68,67,65,71,69,55,65,65,71,66,53,68,70,1
6,2,15,69,67,58,66,65,70,69,68,67,65,71,69,55,65,65,71,66,53,68,70,73,68,58,66,65,1
6,2,30,70,69,68,67,65,71,69,55,65,65,71,66,53,68,70,73,68,58,66,65,70,66,60,66,67,2
6,2,45,71,69,55,65,65,71,66,53,68,70,73,68,58,66,65,70,66,60,66,67,66,69,58,68,66,1
6,3,0,71,66,53,68,70,73,68,58,66,65,70,66,60,66,67,66,69,58,68,66,67,68,60,65,62,2
6,3,15,73,68,58,66,65,70,66,60,66,67,66,69,58,68,66,67,68,60,65,62,71,71,36,67,65,1
6,3,30,70,66,60,66,67,66,69,58,68,66,67,68,60,65,62,71,71,36,67,65,72,70,66,63,63,2
6,3,45,66,69,58,68,66,67,68,60,65,62,71,71,36,67,65,72,70,66,63,63,67,66,53,66,69,1
6,4,0,67,68,60,65,62,71,71,36,67,65,72,70,66,63,63,67,66,53,66,69,67,68,62,65,63,1
6,4,15,71,71,36,67,65,72,70,66,63,63,67,66,53,66,69,67,68,62,65,63,69,68,58,65,68,2
6,4,30,72,70,66,63,63,67,66,53,66,69,67,68,62,65,63,69,68,58,65,68,73,73,10,74,71,1
6,4,45,67,66,53,66,69,67,68,62,65,63,69,68,58,65,68,73,73,10,74,71,67,66,60,65,62,2
6,5,0,67,68,62,65,63,69,68,58,65,68,73,73,10,74,71,67,66,60,65,62,73,66,68,66,66,2
6,5,15,69,68,58,65,68,73,73,10,74,71,67,66,60,65,62,73,66,68,66,66,76,72,66,69,60,1
6,5,30,73,73,10,74,71,67,66,60,65,62,73,66,68,66,66,76,72,66,69,60,71,73,57,62,63,1
6,5,45,67,66,60,65,62,73,66,68,66,66,76,72,66,69,60,71,73,57,62,63,72,71,70,66,70,2
6,6,0,73,66,68,66,66,76,72,66,69,60,71,73,57,62,63,72,71,70,66,70,71,72,59,65,67,1
6,6,15,76,72,66,69,60,71,73,57,62,63,72,71,70,66,70,71,72,59,65,67,70,69,46,67,62,1
6,6,30,71,73,57,62,63,72,71,70,66,70,71,72,59,65,67,70,69,46,67,62,70,70,48,68,70,1
6,6,45,72,71,70,66,70,71,72,59,65,67,70,69,46,67,62,70,70,48,68,70,70,69,60,68,68,1
6,7,0,71,72,59,65,67,70,69,46,67,62,70,70,48,68,70,70,69,60,68,68,71,70,69,63,67,1
6,7,15,70,69,46,67,62,70,70,48,68,70,70,69,60,68,68,71,70,69,63,67,71,71,62,65,65,1
6,7,30,70,70,48,68,70,70,69,60,68,68,71,70,69,63,67,71,71,62,65,65,70,67,62,65,67,1
6,7,45,70,69,60,68,68,71,70,69,63,67,71,71,62,65,65,70,67,62,65,67,69,69,64,67,68,1
6,8,0,71,70,69,63,67,71,71,62,65,65,70,67,62,65,67,69,69,64,67,68,69,70,63,66,67,1
6,8,15,71,71,62,65,65,70,67,62,65,67,69,69,64,67,68,69,70,63,66,67,74,69,65,67,69,1
6,8,30,70,67,62,65,67,69,69,64,67,68,69,70,63,66,67,74,69,65,67,69,76,68,66,67,69,1
6,8,45,69,69,64,67,68,69,70,63,66,67,74,69,65,67,69,76,68,66,67,69,74,68,59,65,67,2
6,9,0,69,70,63,66,67,74,69,65,67,69,76,68,66,67,69,74,68,59,65,67,73,70,57,64,65,2
6,9,15,74,69,65,67,69,76,68,66,67,69,74,68,59,65,67,73,70,57,64,65,72,69,56,63,64,1
6,9,30,76,68,66,67,69,74,68,59,65,67,73,70,57,64,65,72,69,56,63,64,71,68,59,64,64,1
6,9,45,74,68,59,65,67,73,70,57,64,65,72,69,56,63,64,71,68,59,64,64,71,68,60,64,65,1
6,10,0,73,70,57,64,65,72,69,56,63,64,71,68,59,64,64,71,68,60,64,65,68,68,60,64,65,2
6,10,15,72,69,56,63,64,71,68,59,64,64,71,68,60,64,65,68,68,60,64,65,69,66,56,65,66,2
6,10,30,71,68,59,64,64,71,68,60,64,65,68,68,60,64,65,69,66,56,65,66,70,67,58,65,63,2
6,10,45,71,68,60,64,65,68,68,60,64,65,69,66,56,65,66,70,67,58,65,63,69,66,57,64,61,2
6,11,0,68,68,60,64,65,69,66,56,65,66,70,67,58,65,63,69,66,57,64,61,68,65,58,63,61,2
6,11,15,69,66,56,65,66,70,67,58,65,63,69,66,57,64,61,68,65,58,63,61,67,63,58,62,61,2
6,11,30,70,67,58,65,63,69,66,57,64,61,68,65,58,63,61,67,63,58,62,61,66,61,54,60,61,2
6,11,45,69,66,57,64,61,68,65,58,63,61,67,63,58,62,61,66,61,54,60,61,66,62,53,59,61,2
6,12,0,68,65,58,63,61,67,63,58,62,61,66,61,54,60,61,66,62,53,59,61,66,64,59,59,61,2
6,12,15,67,63,58,62,61,66,61,54,60,61,66,62,53,59,61,66,64,59,59,61,67,65,57,58,61,2
6,12,30,66,61,54,60,61,66,62,53,59,61,66,64,59,59,61,67,65,57,58,61,67,61,58,59,61,2
6,12,45,66,62,53,59,61,66,64,59,59,61,67,65,57,58,61,67,61,58,59,61,66,64,58,58,60,2
6,13,0,66,64,59,59,61,67,65,57,58,61,67,61,58,59,61,66,64,58,58,60,67,63,54,60,61,2
6,13,15,67,65,57,58,61,67,61,58,59,61,66,64,58,58,60,67,63,54,60,61,68,63,55,61,62,2
6,13,30,67,61,58,59,61,66,64,58,58,60,67,63,54,60,61,68,63,55,61,62,66,62,55,59,61,2
6,13,45,66,64,58,58,60,67,63,54,60,61,68,63,55,61,62,66,62,55,59,61,67,61,56,59,60,2
6,14,0,67,63,54,60,61,68,63,55,61,62,66,62,55,59,61,67,61,56,59,60,68,62,53,60,61,2
6,14,15,68,63,55,61,62,66,62,55,59,61,67,61,56,59,60,68,62,53,60,61,69,64,54,58,61,2
6,14,30,66,62,55,59,61,67,61,56,59,60,68,62,53,60,61,69,64,54,58,61,67,64,57,60,61,2
6,14,45,67,61,56,59,60,68,62,53,60,61,69,64,54,58,61,67,64,57,60,61,66,60,52,58,59,2
6,15,0,68,62,53,60,61,69,64,54,58,61,67,64,57,60,61,66,60,52,58,59,69,63,57,62,62,2
6,15,15,69,64,54,58,61,67,64,57,60,61,66,60,52,58,59,69,63,57,62,62,69,65,55,63,61,1
6,15,30,67,64,57,60,61,66,60,52,58,59,69,63,57,62,62,69,65,55,63,61,71,67,55,65,64,1
6,15,45,66,60,52,58,59,69,63,57,62,62,69,65,55,63,61,71,67,55,65,64,70,65,52,61,65,1
6,16,0,69,63,57,62,62,69,65,55,63,61,71,67,55,65,64,70,65,52,61,65,70,68,58,64,65,2
6,16,15,69,65,55,63,61,71,67,55,65,64,70,65,52,61,65,70,68,58,64,65,69,66,58,65,69,2
6,16,30,71,67,55,65,64,70,65,52,61,65,70,68,58,64,65,69,66,58,65,69,71,69,62,63,64,2
6,16,45,70,65,52,61,65,70,68,58,64,65,69,66,58,65,69,71,69,62,63,64,70,67,59,65,62,2
6,17,0,70,68,58,64,65,69,66,58,65,69,71,69,62,63,64,70,67,59,65,62,68,63,55,62,61,2
6,17,15,69,66,58,65,69,71,69,62,63,64,70,67,59,65,62,68,63,55,62,61,70,64,55,60,58,2
6,17,30,71,69,62,63,64,70,67,59,65,62,68,63,55,62,61,70,64,55,60,58,69,66,59,64,63,2
6,17,45,70,67,59,65,62,68,63,55,62,61,70,64,55,60,58,69,66,59,64,63,67,66,60,63,63,2
6,18,0,68,63,55,62,61,70,64,55,60,58,69,66,59,64,63,67,66,60,63,63,67,65,58,62,62,2
6,18,15,70,64,55,60,58,69,66,59,64,63,67,66,60,63,63,67,65,58,62,62,67,63,56,60,58,2
6,18,30,69,66,59,64,63,67,66,60,63,63,67,65,58,62,62,67,63,56,60,58,66,65,54,61,63,2
6,18,45,67,66,60,63,63,67,65,58,62,62,67,63,56,60,58,66,65,54,61,63,66,63,57,61,63,2
6,19,0,67,65,58,62,62,67,63,56,60,58,66,65,54,61,63,66,63,57,61,63,65,63,59,61,63,2
6,19,15,67,63,56,60,58,66,65,54,61,63,66,63,57,61,63,65,63,59,61,63,67,64,58,62,61,2
6,19,30,66,65,54,61,63,66,63,57,61,63,65,63,59,61,63,67,64,58,62,61,66,65,60,60,62,2
6,19,45,66,63,57,61,63,65,63,59,61,63,67,64,58,62,61,66,65,60,60,62,67,65,52,63,61,2
6,20,0,65,63,59,61,63,67,64,58,62,61,66,65,60,60,62,67,65,52,63,61,66,64,58,61,62,2
6,20,15,67,64,58,62,61,66,65,60,60,62,67,65,52,63,61,66,64,58,61,62,64,61,59,57,61,2
6,20,30,66,65,60,60,62,67,65,52,63,61,66,64,58,61,62,64,61,59,57,61,66,63,58,62,62,2
6,20,45,67,65,52,63,61,66,64,58,61,62,64,61,59,57,61,66,63,58,62,62,68,64,61,63,63,2
6,21,0,66,64,58,61,62,64,61,59,57,61,66,63,58,62,62,68,64,61,63,63,66,63,57,60,63,2
6,21,15,64,61,59,57,61,66,63,58,62,62,68,64,61,63,63,66,63,57,60,63,67,62,55,59,57,2
6,21,30,66,63,58,62,62,68,64,61,63,63,66,63,57,60,63,67,62,55,59,57,66,63,59,65,62,1
6,21,45,68,64,61,63,63,66,63,57,60,63,67,62,55,59,57,66,63,59,65,62,69,63,57,66,62,1
6,22,0,66,63,57,60,63,67,62,55,59,57,66,63,59,65,62,69,63,57,66,62,69,67,58,66,65,1
6,22,15,67,62,55,59,57,66,63,59,65,62,69,63,57,66,62,69,67,58,66,65,70,66,60,67,65,2
6,22,30,66,63,59,65,62,69,63,57,66,62,69,67,58,66,65,70,66,60,67,65,68,67,58,67,66,1
6,22,45,69,63,57,66,62,69,67,58,66,65,70,66,60,67,65,68,67,58,67,66,73,69,59,64,61,2
6,23,0,69,67,58,66,65,70,66,60,67,65,68,67,58,67,66,73,69,59,64,61,69,69,62,69,68,1
6,23,15,70,66,60,67,65,68,67,58,67,66,73,69,59,64,61,69,69,62,69,68,72,67,59,68,63,1
6,23,30,68,67,58,67,66,73,69,59,64,61,69,69,62,69,68,72,67,59,68,63,69,67,61,65,65,1
6,23,45,73,69,59,64,61,69,69,62,69,68,72,67,59,68,63,69,67,61,65,65,68,69,66,68,66,1
0,0,0,69,69,62,69,68,72,67,59,68,63,69,67,61,65,65,68,69,66,68,66,70,69,59,70,70,1
0,0,15,72,67,59,68,63,69,67,61,65,65,68,69,66,68,66,70,69,59,70,70,68,66,60,73,74,1
0,0,30,69,67,61,65,65,68,69,66,68,66,70,69,59,70,70,68,66,60,73,74,69,67,38,72,67,1
0,0,45,68,69,66,68,66,70,69,59,70,70,68,66,60,73,74,69,67,38,72,67,62,68,53,70,66,1
0,1,0,70,69,59,70,70,68,66,60,73,74,69,67,38,72,67,62,68,53,70,66,72,70,70,68,66,1
0,1,15,68,66,60,73,74,69,67,38,72,67,62,68,53,70,66,72,70,70,68,66,74,74,60,76,66,1
0,1,30,69,67,38,72,67,62,68,53,70,66,72,70,70,68,66,74,74,60,76,66,69,72,58,73,73,3
0,1,45,62,68,53,70,66,72,70,70,68,66,74,74,60,76,66,69,72,58,73,73,72,70,51,64,68,3
0,2,0,72,70,70,68,66,74,74,60,76,66,69,72,58,73,73,72,70,51,64,68,70,71,60,71,14,2
0,2,15,74,74,60,76,66,69,72,58,73,73,72,70,51,64,68,70,71,60,71,14,68,66,10,68,15,2
0,2,30,69,72,58,73,73,72,70,51,64,68,70,71,60,71,14,68,66,10,68,15,77,42,0,72,52,1
