D1y,Hour,Minute,v1r1(t-9),v1r1(t-8),v1r1(t-7),v1r1(t-6),v1r1(t-5),v1r1(t-4),v1r1(t-3),v1r1(t-2),v1r1(t-1),v1r1(t),target
2,1,30,61,63,63,66,64,62,60,59,61,56,3
2,1,45,63,63,66,64,62,60,59,61,56,39,3
2,2,0,63,66,64,62,60,59,61,56,39,59,3
2,2,15,66,64,62,60,59,61,56,39,59,39,2
2,2,30,64,62,60,59,61,56,39,59,39,34,2
2,2,45,62,60,59,61,56,39,59,39,34,28,3
2,3,0,60,59,61,56,39,59,39,34,28,49,3
2,3,15,59,61,56,39,59,39,34,28,49,57,3
2,3,30,61,56,39,59,39,34,28,49,57,20,2
2,3,45,56,39,59,39,34,28,49,57,20,31,2
2,4,0,39,59,39,34,28,49,57,20,31,38,2
2,4,15,59,39,34,28,49,57,20,31,38,52,2
2,4,30,39,34,28,49,57,20,31,38,52,42,2
2,4,45,34,28,49,57,20,31,38,52,42,42,2
2,5,0,28,49,57,20,31,38,52,42,42,57,1
2,5,15,49,57,20,31,38,52,42,42,57,50,1
2,5,30,57,20,31,38,52,42,42,57,50,55,1
2,5,45,20,31,38,52,42,42,57,50,55,64,1
2,6,0,31,38,52,42,42,57,50,55,64,61,1
2,6,15,38,52,42,42,57,50,55,64,61,64,1
2,6,30,52,42,42,57,50,55,64,61,64,65,1
2,6,45,42,42,57,50,55,64,61,64,65,65,1
2,7,0,42,57,50,55,64,61,64,65,65,62,2
2,7,15,57,50,55,64,61,64,65,65,62,61,1
2,7,30,50,55,64,61,64,65,65,62,61,62,2
2,7,45,55,64,61,64,65,65,62,61,62,59,2
2,8,0,64,61,64,65,65,62,61,62,59,60,2
2,8,15,61,64,65,65,62,61,62,59,60,59,2
2,8,30,64,65,65,62,61,62,59,60,59,57,2
2,8,45,65,65,62,61,62,59,60,59,57,57,2
2,9,0,65,62,61,62,59,60,59,57,57,59,2
2,9,15,62,61,62,59,60,59,57,57,59,58,1
2,9,30,61,62,59,60,59,57,57,59,58,50,1
2,9,45,62,59,60,59,57,57,59,58,50,55,2
2,10,0,59,60,59,57,57,59,58,50,55,60,2
2,10,15,60,59,57,57,59,58,50,55,60,60,2
2,10,30,59,57,57,59,58,50,55,60,60,58,2
2,10,45,57,57,59,58,50,55,60,60,58,58,1
2,11,45,57,59,58,50,55,60,60,58,58,55,1
2,12,0,59,58,50,55,60,60,58,58,55,58,1
2,12,15,58,50,55,60,60,58,58,55,58,61,2
2,12,30,50,55,60,60,58,58,55,58,61,61,1
2,12,45,55,60,60,58,58,55,58,61,61,61,1
2,13,0,60,60,58,58,55,58,61,61,61,59,1
2,13,15,60,58,58,55,58,61,61,61,59,61,1
2,13,30,58,58,55,58,61,61,61,59,61,60,1
2,13,45,58,55,58,61,61,61,59,61,60,60,2
2,14,0,55,58,61,61,61,59,61,60,60,60,2
2,14,15,58,61,61,61,59,61,60,60,60,61,1
2,14,30,61,61,61,59,61,60,60,60,61,58,1
2,14,45,61,61,59,61,60,60,60,61,58,59,1
2,15,0,61,59,61,60,60,60,61,58,59,61,2
2,15,15,59,61,60,60,60,61,58,59,61,60,2
2,15,30,61,60,60,60,61,58,59,61,60,60,1
2,15,45,60,60,60,61,58,59,61,60,60,59,2
2,16,0,60,60,61,58,59,61,60,60,59,59,1
2,16,15,60,61,58,59,61,60,60,59,59,60,2
2,16,30,61,58,59,61,60,60,59,59,60,57,2
2,16,45,58,59,61,60,60,59,59,60,57,60,2
2,17,0,59,61,60,60,59,59,60,57,60,58,2
2,17,15,61,60,60,59,59,60,57,60,58,58,2
2,17,30,60,60,59,59,60,57,60,58,58,59,2
2,17,45,60,59,59,60,57,60,58,58,59,56,2
2,18,0,59,59,60,57,60,58,58,59,56,56,2
2,18,15,59,60,57,60,58,58,59,56,56,56,2
2,18,30,60,57,60,58,58,59,56,56,56,57,2
2,18,45,57,60,58,58,59,56,56,56,57,58,2
2,19,0,60,58,58,59,56,56,56,57,58,58,2
2,19,15,58,58,59,56,56,56,57,58,58,56,2
2,19,30,58,59,56,56,56,57,58,58,56,57,2
2,19,45,59,56,56,56,57,58,58,56,57,57,2
2,20,0,56,56,56,57,58,58,56,57,57,57,2
2,20,15,56,56,57,58,58,56,57,57,57,57,2
2,20,30,56,57,58,58,56,57,57,57,57,58,1
2,20,45,57,58,58,56,57,57,57,57,58,58,1
2,21,0,58,58,56,57,57,57,57,58,58,58,1
2,21,15,58,56,57,57,57,57,58,58,58,61,1
2,21,30,56,57,57,57,57,58,58,58,61,60,1
2,21,45,57,57,57,57,58,58,58,61,60,60,1
2,22,0,57,57,57,58,58,58,61,60,60,63,1
2,22,15,57,57,58,58,58,61,60,60,63,61,1
2,22,30,57,58,58,58,61,60,60,63,61,62,1
2,22,45,58,58,58,61,60,60,63,61,62,63,1
2,23,0,58,58,61,60,60,63,61,62,63,64,1
2,23,15,58,61,60,60,63,61,62,63,64,62,1
2,23,30,61,60,60,63,61,62,63,64,62,62,1
2,23,45,60,60,63,61,62,63,64,62,62,60,1
3,0,0,60,63,61,62,63,64,62,62,60,63,1
3,0,15,63,61,62,63,64,62,62,60,63,61,2
3,0,30,61,62,63,64,62,62,60,63,61,64,1
3,0,45,62,63,64,62,62,60,63,61,64,65,2
3,1,0,63,64,62,62,60,63,61,64,65,58,2
3,1,15,64,62,62,60,63,61,64,65,58,61,2
3,1,30,62,62,60,63,61,64,65,58,61,41,2
3,1,45,62,60,63,61,64,65,58,61,41,59,3
3,2,0,60,63,61,64,65,58,61,41,59,54,2
3,2,15,63,61,64,65,58,61,41,59,54,46,3
3,2,30,61,64,65,58,61,41,59,54,46,28,2
3,2,45,64,65,58,61,41,59,54,46,28,49,2
3,3,0,65,58,61,41,59,54,46,28,49,31,3
3,3,15,58,61,41,59,54,46,28,49,31,41,2
3,3,30,61,41,59,54,46,28,49,31,41,44,3
3,3,45,41,59,54,46,28,49,31,41,44,36,2
3,4,0,59,54,46,28,49,31,41,44,36,41,3
3,4,15,54,46,28,49,31,41,44,36,41,31,1
3,4,30,46,28,49,31,41,44,36,41,31,56,1
3,4,45,28,49,31,41,44,36,41,31,56,38,1
3,5,0,49,31,41,44,36,41,31,56,38,65,2
3,5,15,31,41,44,36,41,31,56,38,65,63,1
3,5,30,41,44,36,41,31,56,38,65,63,61,1
3,5,45,44,36,41,31,56,38,65,63,61,59,1
3,6,0,36,41,31,56,38,65,63,61,59,64,1
3,6,15,41,31,56,38,65,63,61,59,64,64,1
3,6,30,31,56,38,65,63,61,59,64,64,64,1
3,6,45,56,38,65,63,61,59,64,64,64,63,1
3,7,0,38,65,63,61,59,64,64,64,63,64,1
3,7,15,65,63,61,59,64,64,64,63,64,61,2
3,7,30,63,61,59,64,64,64,63,64,61,60,1
3,7,45,61,59,64,64,64,63,64,61,60,60,1
3,8,0,59,64,64,64,63,64,61,60,60,59,2
3,8,15,64,64,64,63,64,61,60,60,59,60,2
3,8,30,64,64,63,64,61,60,60,59,60,60,2
3,8,45,64,63,64,61,60,60,59,60,60,58,2
3,9,0,63,64,61,60,60,59,60,60,58,58,2
3,9,15,64,61,60,60,59,60,60,58,58,56,2
3,9,30,61,60,60,59,60,60,58,58,56,58,2
3,9,45,60,60,59,60,60,58,58,56,58,57,2
3,10,0,60,59,60,60,58,58,56,58,57,59,2
3,10,15,59,60,60,58,58,56,58,57,59,59,1
3,10,30,60,60,58,58,56,58,57,59,59,57,1
3,10,45,60,58,58,56,58,57,59,59,57,59,2
3,11,0,58,58,56,58,57,59,59,57,59,61,2
3,11,15,58,56,58,57,59,59,57,59,61,60,2
3,11,30,56,58,57,59,59,57,59,61,60,59,2
3,11,45,58,57,59,59,57,59,61,60,59,58,2
3,12,0,57,59,59,57,59,61,60,59,58,58,1
3,12,15,59,59,57,59,61,60,59,58,58,59,1
3,12,30,59,57,59,61,60,59,58,58,59,59,1
3,12,45,57,59,61,60,59,58,58,59,59,61,1
3,13,0,59,61,60,59,58,58,59,59,61,60,1
3,13,15,61,60,59,58,58,59,59,61,60,63,1
3,13,30,60,59,58,58,59,59,61,60,63,61,2
3,14,0,59,58,58,59,59,61,60,63,61,62,2
3,14,30,58,58,59,59,61,60,63,61,62,62,2
3,14,45,58,59,59,61,60,63,61,62,62,59,1
3,15,30,59,59,61,60,63,61,62,62,59,56,1
3,15,45,59,61,60,63,61,62,62,59,56,59,2
3,16,0,61,60,63,61,62,62,59,56,59,60,1
3,16,15,60,63,61,62,62,59,56,59,60,60,1
3,16,30,63,61,62,62,59,56,59,60,60,59,2
3,16,45,61,62,62,59,56,59,60,60,59,60,2
3,17,0,62,62,59,56,59,60,60,59,60,60,2
3,17,15,62,59,56,59,60,60,59,60,60,58,2
3,17,30,59,56,59,60,60,59,60,60,58,57,2
3,17,45,56,59,60,60,59,60,60,58,57,57,2
3,18,0,59,60,60,59,60,60,58,57,57,57,2
3,18,15,60,60,59,60,60,58,57,57,57,56,2
3,18,30,60,59,60,60,58,57,57,57,56,56,2
3,18,45,59,60,60,58,57,57,57,56,56,56,2
3,19,0,60,60,58,57,57,57,56,56,56,55,2
3,19,15,60,58,57,57,57,56,56,56,55,56,2
3,19,30,58,57,57,57,56,56,56,55,56,57,2
3,19,45,57,57,57,56,56,56,55,56,57,57,2
3,20,0,57,57,56,56,56,55,56,57,57,57,1
3,20,15,57,56,56,56,55,56,57,57,57,57,2
3,20,30,56,56,56,55,56,57,57,57,57,59,1
3,20,45,56,56,55,56,57,57,57,57,59,61,3
3,21,0,56,55,56,57,57,57,57,59,61,59,3
3,21,15,55,56,57,57,57,57,59,61,59,60,2
3,21,30,56,57,57,57,57,59,61,59,60,10,1
3,21,45,57,57,57,57,59,61,59,60,10,7,2
3,22,0,57,57,57,59,61,59,60,10,7,51,1
3,22,15,57,57,59,61,59,60,10,7,51,61,1
3,22,30,57,59,61,59,60,10,7,51,61,59,1
3,22,45,59,61,59,60,10,7,51,61,59,63,1
3,23,0,61,59,60,10,7,51,61,59,63,62,1
3,23,15,59,60,10,7,51,61,59,63,62,62,1
3,23,30,60,10,7,51,61,59,63,62,62,64,1
3,23,45,10,7,51,61,59,63,62,62,64,66,1
4,0,0,7,51,61,59,63,62,62,64,66,68,1
4,0,15,51,61,59,63,62,62,64,66,68,63,1
4,0,30,61,59,63,62,62,64,66,68,63,61,1
4,0,45,59,63,62,62,64,66,68,63,61,64,1
4,1,0,63,62,62,64,66,68,63,61,64,62,2
4,1,15,62,62,64,66,68,63,61,64,62,62,2
4,1,30,62,64,66,68,63,61,64,62,62,67,2
4,1,45,64,66,68,63,61,64,62,62,67,50,2
4,2,0,66,68,63,61,64,62,62,67,50,48,2
4,2,15,68,63,61,64,62,62,67,50,48,57,3
4,2,30,63,61,64,62,62,67,50,48,57,52,2
4,2,45,61,64,62,62,67,50,48,57,52,54,2
4,3,0,64,62,62,67,50,48,57,52,54,25,2
4,3,15,62,62,67,50,48,57,52,54,25,57,2
4,3,30,62,67,50,48,57,52,54,25,57,50,2
4,3,45,67,50,48,57,52,54,25,57,50,46,1
4,4,0,50,48,57,52,54,25,57,50,46,48,1
4,4,15,48,57,52,54,25,57,50,46,48,54,1
4,4,30,57,52,54,25,57,50,46,48,54,60,2
4,4,45,52,54,25,57,50,46,48,54,60,63,2
4,5,0,54,25,57,50,46,48,54,60,63,64,2
4,5,15,25,57,50,46,48,54,60,63,64,52,1
4,5,30,57,50,46,48,54,60,63,64,52,55,1
4,5,45,50,46,48,54,60,63,64,52,55,59,1
4,6,0,46,48,54,60,63,64,52,55,59,67,1
4,6,15,48,54,60,63,64,52,55,59,67,63,1
4,6,30,54,60,63,64,52,55,59,67,63,63,1
4,6,45,60,63,64,52,55,59,67,63,63,62,1
4,7,0,63,64,52,55,59,67,63,63,62,62,1
4,7,15,64,52,55,59,67,63,63,62,62,61,1
4,7,30,52,55,59,67,63,63,62,62,61,61,2
4,7,45,55,59,67,63,63,62,62,61,61,60,2
4,8,0,59,67,63,63,62,62,61,61,60,60,1
4,8,15,67,63,63,62,62,61,61,60,60,59,2
4,8,30,63,63,62,62,61,61,60,60,59,59,1
4,8,45,63,62,62,61,61,60,60,59,59,60,2
4,9,0,62,62,61,61,60,60,59,59,60,58,2
4,9,15,62,61,61,60,60,59,59,60,58,61,2
4,9,30,61,61,60,60,59,59,60,58,61,58,2
4,9,45,61,60,60,59,59,60,58,61,58,59,2
4,10,0,60,60,59,59,60,58,61,58,59,56,1
4,12,45,60,59,59,60,58,61,58,59,56,52,1
4,13,0,59,59,60,58,61,58,59,56,52,53,1
4,13,15,59,60,58,61,58,59,56,52,53,61,1
4,13,30,60,58,61,58,59,56,52,53,61,60,1
4,13,45,58,61,58,59,56,52,53,61,60,60,3
4,14,0,61,58,59,56,52,53,61,60,60,60,2
4,14,15,58,59,56,52,53,61,60,60,60,60,2
4,14,30,59,56,52,53,61,60,60,60,60,38,2
4,14,45,56,52,53,61,60,60,60,60,38,40,2
4,15,0,52,53,61,60,60,60,60,38,40,58,1
4,15,15,53,61,60,60,60,60,38,40,58,58,2
4,15,30,61,60,60,60,60,38,40,58,58,58,2
4,16,0,60,60,60,60,38,40,58,58,58,60,2
4,16,15,60,60,60,38,40,58,58,58,60,58,2
4,16,30,60,60,38,40,58,58,58,60,58,51,2
4,16,45,60,38,40,58,58,58,60,58,51,52,2
4,17,0,38,40,58,58,58,60,58,51,52,56,2
4,17,15,40,58,58,58,60,58,51,52,56,58,2
4,17,30,58,58,58,60,58,51,52,56,58,57,2
4,17,45,58,58,60,58,51,52,56,58,57,57,2
4,18,0,58,60,58,51,52,56,58,57,57,59,2
4,18,15,60,58,51,52,56,58,57,57,59,58,2
4,18,30,58,51,52,56,58,57,57,59,58,57,2
4,18,45,51,52,56,58,57,57,59,58,57,58,2
4,19,0,52,56,58,57,57,59,58,57,58,58,1
4,19,15,56,58,57,57,59,58,57,58,58,58,2
4,19,30,58,57,57,59,58,57,58,58,58,58,2
4,19,45,57,57,59,58,57,58,58,58,58,60,2
4,20,0,57,59,58,57,58,58,58,58,60,58,2
4,20,15,59,58,57,58,58,58,58,60,58,58,1
4,20,30,58,57,58,58,58,58,60,58,58,59,2
4,20,45,57,58,58,58,58,60,58,58,59,57,2
4,21,0,58,58,58,58,60,58,58,59,57,60,1
4,21,15,58,58,58,60,58,58,59,57,60,58,1
4,21,30,58,58,60,58,58,59,57,60,58,59,2
4,21,45,58,60,58,58,59,57,60,58,59,61,1
4,22,0,60,58,58,59,57,60,58,59,61,60,1
4,22,15,58,58,59,57,60,58,59,61,60,59,1
4,22,30,58,59,57,60,58,59,61,60,59,60,2
4,22,45,59,57,60,58,59,61,60,59,60,63,1
4,23,0,57,60,58,59,61,60,59,60,63,62,1
4,23,15,60,58,59,61,60,59,60,63,62,59,1
4,23,30,58,59,61,60,59,60,63,62,59,61,1
4,23,45,59,61,60,59,60,63,62,59,61,62,1
5,0,0,61,60,59,60,63,62,59,61,62,63,1
5,0,15,60,59,60,63,62,59,61,62,63,64,2
5,0,30,59,60,63,62,59,61,62,63,64,62,2
5,0,45,60,63,62,59,61,62,63,64,62,62,2
5,1,0,63,62,59,61,62,63,64,62,62,56,2
5,1,15,62,59,61,62,63,64,62,62,56,43,2
5,1,30,59,61,62,63,64,62,62,56,43,44,2
5,1,45,61,62,63,64,62,62,56,43,44,41,1
5,2,0,62,63,64,62,62,56,43,44,41,45,2
5,2,15,63,64,62,62,56,43,44,41,45,42,2
5,2,30,64,62,62,56,43,44,41,45,42,60,2
5,2,45,62,62,56,43,44,41,45,42,60,54,1
5,3,0,62,56,43,44,41,45,42,60,54,51,2
5,3,15,56,43,44,41,45,42,60,54,51,58,2
5,3,30,43,44,41,45,42,60,54,51,58,60,1
5,3,45,44,41,45,42,60,54,51,58,60,55,3
5,4,0,41,45,42,60,54,51,58,60,55,57,2
5,4,15,45,42,60,54,51,58,60,55,57,62,2
5,4,30,42,60,54,51,58,60,55,57,62,35,2
5,4,45,60,54,51,58,60,55,57,62,35,57,2
5,5,0,54,51,58,60,55,57,62,35,57,58,1
5,5,15,51,58,60,55,57,62,35,57,58,50,1
5,5,30,58,60,55,57,62,35,57,58,50,52,1
5,5,45,60,55,57,62,35,57,58,50,52,65,1
5,6,0,55,57,62,35,57,58,50,52,65,66,1
5,6,15,57,62,35,57,58,50,52,65,66,60,1
5,6,30,62,35,57,58,50,52,65,66,60,60,1
5,6,45,35,57,58,50,52,65,66,60,60,62,1
5,7,0,57,58,50,52,65,66,60,60,62,64,1
5,7,15,58,50,52,65,66,60,60,62,64,61,1
5,7,30,50,52,65,66,60,60,62,64,61,61,2
5,7,45,52,65,66,60,60,62,64,61,61,61,2
5,8,0,65,66,60,60,62,64,61,61,61,61,2
5,8,15,66,60,60,62,64,61,61,61,61,55,1
5,8,30,60,60,62,64,61,61,61,61,55,59,1
5,8,45,60,62,64,61,61,61,61,55,59,58,1
5,9,0,62,64,61,61,61,61,55,59,58,62,1
5,9,15,64,61,61,61,61,55,59,58,62,61,1
5,9,30,61,61,61,61,55,59,58,62,61,61,2
5,9,45,61,61,61,55,59,58,62,61,61,61,2
5,10,0,61,61,55,59,58,62,61,61,61,61,2
5,10,15,61,55,59,58,62,61,61,61,61,58,2
5,10,30,55,59,58,62,61,61,61,61,58,59,2
5,10,45,59,58,62,61,61,61,61,58,59,58,1
5,11,0,58,62,61,61,61,61,58,59,58,59,1
5,11,15,62,61,61,61,61,58,59,58,59,58,1
5,11,30,61,61,61,61,58,59,58,59,58,60,2
5,11,45,61,61,61,58,59,58,59,58,60,61,2
5,12,0,61,61,58,59,58,59,58,60,61,60,1
5,12,15,61,58,59,58,59,58,60,61,60,59,2
5,12,30,58,59,58,59,58,60,61,60,59,59,1
5,12,45,59,58,59,58,60,61,60,59,59,60,1
5,13,0,58,59,58,60,61,60,59,59,60,59,1
5,13,15,59,58,60,61,60,59,59,60,59,60,1
5,13,30,58,60,61,60,59,59,60,59,60,60,1
5,13,45,60,61,60,59,59,60,59,60,60,60,1
5,14,0,61,60,59,59,60,59,60,60,60,62,1
5,14,15,60,59,59,60,59,60,60,60,62,61,1
5,14,30,59,59,60,59,60,60,60,62,61,61,1
5,14,45,59,60,59,60,60,60,62,61,61,62,1
5,15,0,60,59,60,60,60,62,61,61,62,62,1
5,15,15,59,60,60,60,62,61,61,62,62,62,1
5,15,30,60,60,60,62,61,61,62,62,62,62,1
5,15,45,60,60,62,61,61,62,62,62,62,64,1
5,16,0,60,62,61,61,62,62,62,62,64,62,1
5,16,15,62,61,61,62,62,62,62,64,62,61,1
5,16,30,61,61,62,62,62,62,64,62,61,64,1
5,16,45,61,62,62,62,62,64,62,61,64,63,1
5,17,0,62,62,62,62,64,62,61,64,63,61,1
5,17,15,62,62,62,64,62,61,64,63,61,62,1
5,17,30,62,62,64,62,61,64,63,61,62,60,1
5,17,45,62,64,62,61,64,63,61,62,60,61,2
5,18,0,64,62,61,64,63,61,62,60,61,61,3
5,18,15,62,61,64,63,61,62,60,61,61,62,3
5,18,30,61,64,63,61,62,60,61,61,62,58,3
5,19,0,64,63,61,62,60,61,61,62,58,27,3
5,19,15,63,61,62,60,61,61,62,58,27,25,2
5,19,30,61,62,60,61,61,62,58,27,25,20,2
5,19,45,62,60,61,61,62,58,27,25,20,38,2
5,20,0,60,61,61,62,58,27,25,20,38,45,2
5,20,15,61,61,62,58,27,25,20,38,45,51,1
5,20,30,61,62,58,27,25,20,38,45,51,49,1
5,20,45,62,58,27,25,20,38,45,51,49,56,1
5,21,0,58,27,25,20,38,45,51,49,56,61,2
5,21,15,27,25,20,38,45,51,49,56,61,60,1
5,21,30,25,20,38,45,51,49,56,61,60,61,1
5,21,45,20,38,45,51,49,56,61,60,61,59,1
5,22,0,38,45,51,49,56,61,60,61,59,62,1
5,22,15,45,51,49,56,61,60,61,59,62,61,1
5,22,30,51,49,56,61,60,61,59,62,61,62,1
5,22,45,49,56,61,60,61,59,62,61,62,60,1
5,23,0,56,61,60,61,59,62,61,62,60,62,1
5,23,15,61,60,61,59,62,61,62,60,62,61,1
5,23,30,60,61,59,62,61,62,60,62,61,60,1
5,23,45,61,59,62,61,62,60,62,61,60,62,1
6,0,0,59,62,61,62,60,62,61,60,62,61,1
6,0,15,62,61,62,60,62,61,60,62,61,60,1
6,0,30,61,62,60,62,61,60,62,61,60,61,1
6,0,45,62,60,62,61,60,62,61,60,61,61,1
6,1,0,60,62,61,60,62,61,60,61,61,62,1
6,1,15,62,61,60,62,61,60,61,61,62,62,1
6,1,30,61,60,62,61,60,61,61,62,62,62,1
6,1,45,60,62,61,60,61,61,62,62,62,65,1
6,2,0,62,61,60,61,61,62,62,62,65,60,2
6,2,15,61,60,61,61,62,62,62,65,60,63,2
6,2,30,60,61,61,62,62,62,65,60,63,63,1
6,2,45,61,61,62,62,62,65,60,63,63,54,2
6,3,0,61,62,62,62,65,60,63,63,54,56,1
6,3,15,62,62,62,65,60,63,63,54,56,62,2
6,3,30,62,62,65,60,63,63,54,56,62,48,2
6,3,45,62,65,60,63,63,54,56,62,48,60,2
6,4,0,65,60,63,63,54,56,62,48,60,50,2
6,4,15,60,63,63,54,56,62,48,60,50,58,2
6,4,30,63,63,54,56,62,48,60,50,58,56,2
6,4,45,63,54,56,62,48,60,50,58,56,55,2
6,5,0,54,56,62,48,60,50,58,56,55,58,1
6,5,15,56,62,48,60,50,58,56,55,58,57,1
6,5,30,62,48,60,50,58,56,55,58,57,58,1
6,5,45,48,60,50,58,56,55,58,57,58,60,1
6,6,0,60,50,58,56,55,58,57,58,60,64,1
6,6,15,50,58,56,55,58,57,58,60,64,65,1
6,6,30,58,56,55,58,57,58,60,64,65,64,1
6,6,45,56,55,58,57,58,60,64,65,64,66,2
6,7,0,55,58,57,58,60,64,65,64,66,60,1
6,7,15,58,57,58,60,64,65,64,66,60,63,2
6,7,30,57,58,60,64,65,64,66,60,63,59,1
6,7,45,58,60,64,65,64,66,60,63,59,61,1
6,8,0,60,64,65,64,66,60,63,59,61,57,1
6,8,15,64,65,64,66,60,63,59,61,57,61,1
6,8,30,65,64,66,60,63,59,61,57,61,63,1
6,8,45,64,66,60,63,59,61,57,61,63,62,1
6,9,0,66,60,63,59,61,57,61,63,62,63,1
6,9,15,60,63,59,61,57,61,63,62,63,64,1
6,9,30,63,59,61,57,61,63,62,63,64,63,1
6,9,45,59,61,57,61,63,62,63,64,63,63,1
6,10,0,61,57,61,63,62,63,64,63,63,60,1
6,10,15,57,61,63,62,63,64,63,63,60,60,1
6,10,30,61,63,62,63,64,63,63,60,60,61,1
6,10,45,63,62,63,64,63,63,60,60,61,61,1
6,11,0,62,63,64,63,63,60,60,61,61,61,1
6,11,15,63,64,63,63,60,60,61,61,61,60,1
6,11,30,64,63,63,60,60,61,61,61,60,61,1
6,11,45,63,63,60,60,61,61,61,60,61,60,1
6,12,0,63,60,60,61,61,61,60,61,60,61,1
6,12,15,60,60,61,61,61,60,61,60,61,63,1
6,12,30,60,61,61,61,60,61,60,61,63,60,1
6,12,45,61,61,61,60,61,60,61,63,60,60,1
6,13,0,61,61,60,61,60,61,63,60,60,61,1
6,13,15,61,60,61,60,61,63,60,60,61,61,1
6,13,30,60,61,60,61,63,60,60,61,61,60,1
6,13,45,61,60,61,63,60,60,61,61,60,61,1
6,14,0,60,61,63,60,60,61,61,60,61,62,1
6,14,15,61,63,60,60,61,61,60,61,62,61,1
6,14,30,63,60,60,61,61,60,61,62,61,61,1
6,14,45,60,60,61,61,60,61,62,61,61,60,1
6,15,0,60,61,61,60,61,62,61,61,60,63,1
6,15,15,61,61,60,61,62,61,61,60,63,61,1
6,15,30,61,60,61,62,61,61,60,63,61,62,1
6,15,45,60,61,62,61,61,60,63,61,62,64,1
6,16,0,61,62,61,61,60,63,61,62,64,62,2
6,16,15,62,61,61,60,63,61,62,64,62,62,1
6,16,30,61,61,60,63,61,62,64,62,62,60,1
6,16,45,61,60,63,61,62,64,62,62,60,59,1
6,17,0,60,63,61,62,64,62,62,60,59,60,2
6,17,15,63,61,62,64,62,62,60,59,60,60,1
6,17,30,61,62,64,62,62,60,59,60,60,60,2
6,17,45,62,64,62,62,60,59,60,60,60,59,1
6,18,0,64,62,62,60,59,60,60,60,59,61,2
6,18,15,62,62,60,59,60,60,60,59,61,59,2
6,18,30,62,60,59,60,60,60,59,61,59,60,2
6,18,45,60,59,60,60,60,59,61,59,60,59,2
6,19,0,59,60,60,60,59,61,59,60,59,59,2
6,19,15,60,60,60,59,61,59,60,59,59,58,1
6,19,30,60,60,59,61,59,60,59,59,58,59,1
6,19,45,60,59,61,59,60,59,59,58,59,59,1
6,20,0,59,61,59,60,59,59,58,59,59,61,2
6,20,15,61,59,60,59,59,58,59,59,61,62,1
6,20,30,59,60,59,59,58,59,59,61,62,61,1
6,20,45,60,59,59,58,59,59,61,62,61,59,1
6,21,0,59,59,58,59,59,61,62,61,59,62,1
6,21,15,59,58,59,59,61,62,61,59,62,60,1
6,21,30,58,59,59,61,62,61,59,62,60,61,1
6,21,45,59,59,61,62,61,59,62,60,61,60,1
6,22,0,59,61,62,61,59,62,60,61,60,62,1
6,22,15,61,62,61,59,62,60,61,60,62,61,1
6,22,30,62,61,59,62,60,61,60,62,61,62,1
6,22,45,61,59,62,60,61,60,62,61,62,64,1
6,23,0,59,62,60,61,60,62,61,62,64,63,2
6,23,15,62,60,61,60,62,61,62,64,63,61,1
6,23,30,60,61,60,62,61,62,64,63,61,62,1
6,23,45,61,60,62,61,62,64,63,61,62,59,1
0,0,0,60,62,61,62,64,63,61,62,59,65,2
0,0,15,62,61,62,64,63,61,62,59,65,65,1
0,0,30,61,62,64,63,61,62,59,65,65,65,2
0,0,45,62,64,63,61,62,59,65,65,65,59,1
0,1,0,64,63,61,62,59,65,65,65,59,63,2
0,1,15,63,61,62,59,65,65,65,59,63,49,2
0,1,30,61,62,59,65,65,65,59,63,49,62,2
0,1,45,62,59,65,65,65,59,63,49,62,45,2
0,2,0,59,65,65,65,59,63,49,62,45,48,3
0,2,15,65,65,65,59,63,49,62,45,48,59,2
0,2,30,65,65,59,63,49,62,45,48,59,44,3
0,2,45,65,59,63,49,62,45,48,59,44,31,3
0,3,0,59,63,49,62,45,48,59,44,31,40,3
0,3,15,63,49,62,45,48,59,44,31,40,28,2
0,3,30,49,62,45,48,59,44,31,40,28,36,2
0,3,45,62,45,48,59,44,31,40,28,36,36,3
0,4,0,45,48,59,44,31,40,28,36,36,52,1
0,4,15,48,59,44,31,40,28,36,36,52,50,2
0,4,30,59,44,31,40,28,36,36,52,50,36,2
0,4,45,44,31,40,28,36,36,52,50,36,66,1
0,5,0,31,40,28,36,36,52,50,36,66,54,1
0,5,15,40,28,36,36,52,50,36,66,54,46,1
0,5,30,28,36,36,52,50,36,66,54,46,60,1
0,5,45,36,36,52,50,36,66,54,46,60,65,1
0,6,0,36,52,50,36,66,54,46,60,65,65,1
0,6,15,52,50,36,66,54,46,60,65,65,64,1
0,6,30,50,36,66,54,46,60,65,65,64,64,1
0,6,45,36,66,54,46,60,65,65,64,64,62,1
0,7,0,66,54,46,60,65,65,64,64,62,62,2
0,7,15,54,46,60,65,65,64,64,62,62,62,1
0,7,30,46,60,65,65,64,64,62,62,62,61,1
0,7,45,60,65,65,64,64,62,62,62,61,59,2
0,8,0,65,65,64,64,62,62,62,61,59,60,2
0,8,15,65,64,64,62,62,62,61,59,60,61,1
0,8,30,64,64,62,62,62,61,59,60,61,59,2
0,8,45,64,62,62,62,61,59,60,61,59,59,2
0,9,0,62,62,62,61,59,60,61,59,59,60,2
0,9,15,62,62,61,59,60,61,59,59,60,58,2
0,9,30,62,61,59,60,61,59,59,60,58,56,2
0,9,45,61,59,60,61,59,59,60,58,56,57,2
0,10,0,59,60,61,59,59,60,58,56,57,57,1
