D1y,Hour,Minute,v1r1(t-9),v1r1(t-8),v1r1(t-7),v1r1(t-6),v1r1(t-5),v1r1(t-4),v1r1(t-3),v1r1(t-2),v1r1(t-1),v1r1(t),target
5,18,15,65,62,61,62,59,61,62,60,62,61,1
5,18,30,62,61,62,59,61,62,60,62,61,60,1
5,18,45,61,62,59,61,62,60,62,61,60,59,2
5,19,0,62,59,61,62,60,62,61,60,59,61,1
5,19,15,59,61,62,60,62,61,60,59,61,60,1
5,19,30,61,62,60,62,61,60,59,61,60,59,2
5,19,45,62,60,62,61,60,59,61,60,59,61,2
5,20,0,60,62,61,60,59,61,60,59,61,61,1
5,20,15,62,61,60,59,61,60,59,61,61,58,2
5,20,30,61,60,59,61,60,59,61,61,58,58,1
5,20,45,60,59,61,60,59,61,61,58,58,60,2
5,21,0,59,61,60,59,61,61,58,58,60,59,1
5,21,15,61,60,59,61,61,58,58,60,59,62,1
5,21,30,60,59,61,61,58,58,60,59,62,58,1
5,21,45,59,61,61,58,58,60,59,62,58,60,1
5,22,0,61,61,58,58,60,59,62,58,60,61,1
5,22,15,61,58,58,60,59,62,58,60,61,61,1
5,22,30,58,58,60,59,62,58,60,61,61,60,1
5,22,45,58,60,59,62,58,60,61,61,60,62,1
5,23,0,60,59,62,58,60,61,61,60,62,63,1
5,23,15,59,62,58,60,61,61,60,62,63,62,1
5,23,30,62,58,60,61,61,60,62,63,62,60,1
5,23,45,58,60,61,61,60,62,63,62,60,64,1
6,0,0,60,61,61,60,62,63,62,60,64,62,1
6,0,15,61,61,60,62,63,62,60,64,62,61,1
6,0,30,61,60,62,63,62,60,64,62,61,61,1
6,0,45,60,62,63,62,60,64,62,61,61,60,1
6,1,0,62,63,62,60,64,62,61,61,60,61,2
6,1,15,63,62,60,64,62,61,61,60,61,61,1
6,1,30,62,60,64,62,61,61,60,61,61,62,1
6,1,45,60,64,62,61,61,60,61,61,62,59,1
6,2,0,64,62,61,61,60,61,61,62,59,62,2
6,2,15,62,61,61,60,61,61,62,59,62,63,2
6,2,30,61,61,60,61,61,62,59,62,63,65,2
6,2,45,61,60,61,61,62,59,62,63,65,59,2
6,3,0,60,61,61,62,59,62,63,65,59,55,2
6,3,15,61,61,62,59,62,63,65,59,55,58,2
6,3,30,61,62,59,62,63,65,59,55,58,57,2
6,3,45,62,59,62,63,65,59,55,58,57,57,2
6,4,0,59,62,63,65,59,55,58,57,57,58,2
6,4,15,62,63,65,59,55,58,57,57,58,56,2
6,4,30,63,65,59,55,58,57,57,58,56,47,1
6,4,45,65,59,55,58,57,57,58,56,47,55,2
6,5,0,59,55,58,57,57,58,56,47,55,54,2
6,5,15,55,58,57,57,58,56,47,55,54,66,1
6,5,30,58,57,57,58,56,47,55,54,66,44,1
6,5,45,57,57,58,56,47,55,54,66,44,58,2
6,6,0,57,58,56,47,55,54,66,44,58,60,1
6,6,15,58,56,47,55,54,66,44,58,60,65,1
6,6,30,56,47,55,54,66,44,58,60,65,56,1
6,6,45,47,55,54,66,44,58,60,65,56,66,1
6,7,0,55,54,66,44,58,60,65,56,66,65,1
6,7,15,54,66,44,58,60,65,56,66,65,60,1
6,7,30,66,44,58,60,65,56,66,65,60,65,1
6,7,45,44,58,60,65,56,66,65,60,65,65,1
6,8,0,58,60,65,56,66,65,60,65,65,61,1
6,8,15,60,65,56,66,65,60,65,65,61,63,1
6,8,30,65,56,66,65,60,65,65,61,63,64,1
6,8,45,56,66,65,60,65,65,61,63,64,65,1
6,9,0,66,65,60,65,65,61,63,64,65,64,1
6,9,15,65,60,65,65,61,63,64,65,64,60,1
6,9,30,60,65,65,61,63,64,65,64,60,60,1
6,9,45,65,65,61,63,64,65,64,60,60,62,1
6,10,0,65,61,63,64,65,64,60,60,62,62,1
6,10,15,61,63,64,65,64,60,60,62,62,62,1
6,10,30,63,64,65,64,60,60,62,62,62,62,1
6,10,45,64,65,64,60,60,62,62,62,62,61,1
6,11,0,65,64,60,60,62,62,62,62,61,60,1
6,11,15,64,60,60,62,62,62,62,61,60,61,1
6,11,30,60,60,62,62,62,62,61,60,61,60,2
6,11,45,60,62,62,62,62,61,60,61,60,61,1
6,12,0,62,62,62,62,61,60,61,60,61,62,1
6,12,15,62,62,62,61,60,61,60,61,62,59,1
6,12,30,62,62,61,60,61,60,61,62,59,60,1
6,12,45,62,61,60,61,60,61,62,59,60,61,1
6,13,0,61,60,61,60,61,62,59,60,61,61,1
6,13,15,60,61,60,61,62,59,60,61,61,60,1
6,13,30,61,60,61,62,59,60,61,61,60,60,1
6,13,45,60,61,62,59,60,61,61,60,60,61,1
6,14,0,61,62,59,60,61,61,60,60,61,61,1
6,14,15,62,59,60,61,61,60,60,61,61,61,1
6,14,30,59,60,61,61,60,60,61,61,61,61,1
6,14,45,60,61,61,60,60,61,61,61,61,63,1
6,15,0,61,61,60,60,61,61,61,61,63,63,1
6,15,15,61,60,60,61,61,61,61,63,63,64,1
6,15,30,60,60,61,61,61,61,63,63,64,62,1
6,15,45,60,61,61,61,61,63,63,64,62,64,1
6,16,0,61,61,61,61,63,63,64,62,64,63,1
6,16,15,61,61,61,63,63,64,62,64,63,62,1
6,16,30,61,61,63,63,64,62,64,63,62,62,1
6,16,45,61,63,63,64,62,64,63,62,62,63,1
6,17,0,63,63,64,62,64,63,62,62,63,62,1
6,17,15,63,64,62,64,63,62,62,63,62,61,1
6,17,30,64,62,64,63,62,62,63,62,61,60,1
6,17,45,62,64,63,62,62,63,62,61,60,61,1
6,18,0,64,63,62,62,63,62,61,60,61,62,1
6,18,15,63,62,62,63,62,61,60,61,62,61,1
6,18,30,62,62,63,62,61,60,61,62,61,60,2
6,18,45,62,63,62,61,60,61,62,61,60,60,2
6,19,0,63,62,61,60,61,62,61,60,60,60,1
6,19,15,62,61,60,61,62,61,60,60,60,58,2
6,19,30,61,60,61,62,61,60,60,60,58,59,2
6,19,45,60,61,62,61,60,60,60,58,59,60,2
6,20,0,61,62,61,60,60,60,58,59,60,58,1
6,20,15,62,61,60,60,60,58,59,60,58,59,1
6,20,30,61,60,60,60,58,59,60,58,59,59,1
6,20,45,60,60,60,58,59,60,58,59,59,60,1
6,21,0,60,60,58,59,60,58,59,59,60,61,1
6,21,15,60,58,59,60,58,59,59,60,61,61,1
6,21,30,58,59,60,58,59,59,60,61,61,61,1
6,21,45,59,60,58,59,59,60,61,61,61,61,1
6,22,0,60,58,59,59,60,61,61,61,61,64,1
6,22,15,58,59,59,60,61,61,61,61,64,61,1
6,22,30,59,59,60,61,61,61,61,64,61,61,1
6,22,45,59,60,61,61,61,61,64,61,61,62,1
6,23,0,60,61,61,61,61,64,61,61,62,62,1
6,23,15,61,61,61,61,64,61,61,62,62,63,1
6,23,30,61,61,61,64,61,61,62,62,63,64,1
6,23,45,61,61,64,61,61,62,62,63,64,63,1
0,0,0,61,64,61,61,62,62,63,64,63,64,1
0,0,15,64,61,61,62,62,63,64,63,64,61,1
0,0,30,61,61,62,62,63,64,63,64,61,64,2
0,0,45,61,62,62,63,64,63,64,61,64,64,2
0,1,0,62,62,63,64,63,64,61,64,64,60,3
0,1,15,62,63,64,63,64,61,64,64,60,51,2
0,1,30,63,64,63,64,61,64,64,60,51,56,2
0,1,45,64,63,64,61,64,64,60,51,56,38,2
0,2,0,63,64,61,64,64,60,51,56,38,55,2
0,2,15,64,61,64,64,60,51,56,38,55,48,3
0,2,30,61,64,64,60,51,56,38,55,48,42,2
0,2,45,64,64,60,51,56,38,55,48,42,44,2
0,3,0,64,60,51,56,38,55,48,42,44,36,3
0,3,15,60,51,56,38,55,48,42,44,36,42,3
0,3,30,51,56,38,55,48,42,44,36,42,52,2
0,3,45,56,38,55,48,42,44,36,42,52,22,2
0,4,0,38,55,48,42,44,36,42,52,22,25,2
0,4,15,55,48,42,44,36,42,52,22,25,51,2
0,4,30,48,42,44,36,42,52,22,25,51,40,1
0,4,45,42,44,36,42,52,22,25,51,40,51,1
0,5,0,44,36,42,52,22,25,51,40,51,48,1
0,5,15,36,42,52,22,25,51,40,51,48,62,1
0,5,30,42,52,22,25,51,40,51,48,62,60,1
0,5,45,52,22,25,51,40,51,48,62,60,62,1
0,6,0,22,25,51,40,51,48,62,60,62,64,1
0,6,15,25,51,40,51,48,62,60,62,64,66,1
0,6,30,51,40,51,48,62,60,62,64,66,64,1
0,6,45,40,51,48,62,60,62,64,66,64,61,1
0,7,0,51,48,62,60,62,64,66,64,61,62,1
0,7,15,48,62,60,62,64,66,64,61,62,63,1
0,7,30,62,60,62,64,66,64,61,62,63,60,1
0,7,45,60,62,64,66,64,61,62,63,60,60,2
0,8,0,62,64,66,64,61,62,63,60,60,61,1
0,8,15,64,66,64,61,62,63,60,60,61,61,2
0,8,30,66,64,61,62,63,60,60,61,61,59,1
0,8,45,64,61,62,63,60,60,61,61,59,61,2
0,9,0,61,62,63,60,60,61,61,59,61,58,2
0,9,15,62,63,60,60,61,61,59,61,58,61,2
0,9,30,63,60,60,61,61,59,61,58,61,59,2
0,9,45,60,60,61,61,59,61,58,61,59,57,2
0,10,0,60,61,61,59,61,58,61,59,57,58,1
0,10,15,61,61,59,61,58,61,59,57,58,58,2
0,10,30,61,59,61,58,61,59,57,58,58,59,1
0,10,45,59,61,58,61,59,57,58,58,59,62,2
0,11,0,61,58,61,59,57,58,58,59,62,59,2
0,11,15,58,61,59,57,58,58,59,62,59,60,2
0,11,30,61,59,57,58,58,59,62,59,60,58,2
0,11,45,59,57,58,58,59,62,59,60,58,59,2
0,12,0,57,58,58,59,62,59,60,58,59,58,1
0,12,15,58,58,59,62,59,60,58,59,58,59,1
0,12,30,58,59,62,59,60,58,59,58,59,59,1
0,12,45,59,62,59,60,58,59,58,59,59,61,1
0,13,0,62,59,60,58,59,58,59,59,61,61,1
0,13,15,59,60,58,59,58,59,59,61,61,62,1
0,13,30,60,58,59,58,59,59,61,61,62,60,1
0,13,45,58,59,58,59,59,61,61,62,60,60,2
0,14,0,59,58,59,59,61,61,62,60,60,60,2
0,14,15,58,59,59,61,61,62,60,60,60,61,1
0,14,30,59,59,61,61,62,60,60,60,61,59,1
0,14,45,59,61,61,62,60,60,60,61,59,59,2
0,15,0,61,61,62,60,60,60,61,59,59,62,1
0,15,15,61,62,60,60,60,61,59,59,62,60,1
0,15,30,62,60,60,60,61,59,59,62,60,58,1
0,15,45,60,60,60,61,59,59,62,60,58,60,2
0,16,0,60,60,61,59,59,62,60,58,60,60,2
0,16,15,60,61,59,59,62,60,58,60,60,61,1
0,16,30,61,59,59,62,60,58,60,60,61,58,1
0,16,45,59,59,62,60,58,60,60,61,58,58,1
0,17,0,59,62,60,58,60,60,61,58,58,60,1
0,17,15,62,60,58,60,60,61,58,58,60,61,2
0,17,30,60,58,60,60,61,58,58,60,61,60,2
0,17,45,58,60,60,61,58,58,60,61,60,61,2
0,18,0,60,60,61,58,58,60,61,60,61,59,2
0,18,15,60,61,58,58,60,61,60,61,59,57,2
0,18,30,61,58,58,60,61,60,61,59,57,57,2
0,18,45,58,58,60,61,60,61,59,57,57,57,2
0,19,0,58,60,61,60,61,59,57,57,57,58,2
0,19,15,60,61,60,61,59,57,57,57,58,59,2
0,19,30,61,60,61,59,57,57,57,58,59,56,2
0,19,45,60,61,59,57,57,57,58,59,56,58,2
0,20,0,61,59,57,57,57,58,59,56,58,58,2
0,20,15,59,57,57,57,58,59,56,58,58,58,1
0,20,30,57,57,57,58,59,56,58,58,58,58,1
0,20,45,57,57,58,59,56,58,58,58,58,59,1
0,21,0,57,58,59,56,58,58,58,58,59,60,1
0,21,15,58,59,56,58,58,58,58,59,60,60,1
0,21,30,59,56,58,58,58,58,59,60,60,60,1
0,21,45,56,58,58,58,58,59,60,60,60,62,1
0,22,0,58,58,58,58,59,60,60,60,62,61,1
0,22,15,58,58,58,59,60,60,60,62,61,63,1
0,22,30,58,58,59,60,60,60,62,61,63,63,1
0,22,45,58,59,60,60,60,62,61,63,63,62,1
0,23,0,59,60,60,60,62,61,63,63,62,64,1
0,23,15,60,60,60,62,61,63,63,62,64,63,1
0,23,30,60,60,62,61,63,63,62,64,63,63,1
0,23,45,60,62,61,63,63,62,64,63,63,62,1
1,0,0,62,61,63,63,62,64,63,63,62,63,2
1,0,15,61,63,63,62,64,63,63,62,63,61,1
1,0,30,63,63,62,64,63,63,62,63,61,65,2
1,0,45,63,62,64,63,63,62,63,61,65,54,1
1,1,0,62,64,63,63,62,63,61,65,54,61,2
1,1,15,64,63,63,62,63,61,65,54,61,55,2
1,1,30,63,63,62,63,61,65,54,61,55,62,3
1,1,45,63,62,63,61,65,54,61,55,62,42,3
1,2,0,62,63,61,65,54,61,55,62,42,53,3
1,2,15,63,61,65,54,61,55,62,42,53,39,3
1,2,30,61,65,54,61,55,62,42,53,39,30,3
1,2,45,65,54,61,55,62,42,53,39,30,30,2
1,3,0,54,61,55,62,42,53,39,30,30,39,3
1,3,15,61,55,62,42,53,39,30,30,39,33,2
1,3,30,55,62,42,53,39,30,30,39,33,55,2
1,3,45,62,42,53,39,30,30,39,33,55,32,2
1,4,0,42,53,39,30,30,39,33,55,32,40,2
1,4,15,53,39,30,30,39,33,55,32,40,50,2
1,4,30,39,30,30,39,33,55,32,40,50,52,2
1,4,45,30,30,39,33,55,32,40,50,52,57,1
1,5,0,30,39,33,55,32,40,50,52,57,43,2
1,5,15,39,33,55,32,40,50,52,57,43,46,1
1,5,30,33,55,32,40,50,52,57,43,46,62,1
1,5,45,55,32,40,50,52,57,43,46,62,57,1
1,6,0,32,40,50,52,57,43,46,62,57,64,1
1,6,15,40,50,52,57,43,46,62,57,64,63,1
1,6,30,50,52,57,43,46,62,57,64,63,62,1
1,6,45,52,57,43,46,62,57,64,63,62,63,1
1,7,0,57,43,46,62,57,64,63,62,63,63,1
1,7,15,43,46,62,57,64,63,62,63,63,63,2
1,7,30,46,62,57,64,63,62,63,63,63,61,1
1,7,45,62,57,64,63,62,63,63,63,61,60,2
1,8,0,57,64,63,62,63,63,63,61,60,59,2
1,8,15,64,63,62,63,63,63,61,60,59,61,1
1,8,30,63,62,63,63,63,61,60,59,61,59,1
1,8,45,62,63,63,63,61,60,59,61,59,59,2
1,9,0,63,63,63,61,60,59,61,59,59,60,2
1,9,15,63,63,61,60,59,61,59,59,60,60,2
1,9,30,63,61,60,59,61,59,59,60,60,57,1
1,9,45,61,60,59,61,59,59,60,60,57,56,1
1,10,0,60,59,61,59,59,60,60,57,56,59,1
1,10,15,59,61,59,59,60,60,57,56,59,61,2
1,10,30,61,59,59,60,60,57,56,59,61,60,2
1,10,45,59,59,60,60,57,56,59,61,60,60,2
1,11,0,59,60,60,57,56,59,61,60,60,59,1
1,11,15,60,60,57,56,59,61,60,60,59,58,1
1,11,30,60,57,56,59,61,60,60,59,58,58,1
1,11,45,57,56,59,61,60,60,59,58,58,60,2
1,12,0,56,59,61,60,60,59,58,58,60,61,1
1,12,15,59,61,60,60,59,58,58,60,61,60,1
1,12,30,61,60,60,59,58,58,60,61,60,58,1
1,12,45,60,60,59,58,58,60,61,60,58,62,1
1,13,0,60,59,58,58,60,61,60,58,62,61,1
1,13,15,59,58,58,60,61,60,58,62,61,60,1
1,13,30,58,58,60,61,60,58,62,61,60,61,1
1,13,45,58,60,61,60,58,62,61,60,61,60,1
1,14,0,60,61,60,58,62,61,60,61,60,62,1
1,14,15,61,60,58,62,61,60,61,60,62,62,1
1,14,30,60,58,62,61,60,61,60,62,62,61,2
1,14,45,58,62,61,60,61,60,62,62,61,61,2
1,15,0,62,61,60,61,60,62,62,61,61,61,1
1,15,15,61,60,61,60,62,62,61,61,61,59,2
1,15,45,60,61,60,62,62,61,61,61,59,58,1
1,16,0,61,60,62,62,61,61,61,59,58,61,2
1,16,15,60,62,62,61,61,61,59,58,61,59,2
1,16,30,62,62,61,61,61,59,58,61,59,60,2
1,16,45,62,61,61,61,59,58,61,59,60,59,2
1,17,0,61,61,61,59,58,61,59,60,59,59,2
1,17,15,61,61,59,58,61,59,60,59,59,59,2
1,17,30,61,59,58,61,59,60,59,59,59,58,2
1,17,45,59,58,61,59,60,59,59,59,58,59,2
1,18,0,58,61,59,60,59,59,59,58,59,58,2
1,18,15,61,59,60,59,59,59,58,59,58,59,2
1,18,30,59,60,59,59,59,58,59,58,59,57,2
1,18,45,60,59,59,59,58,59,58,59,57,57,2
1,19,0,59,59,59,58,59,58,59,57,57,56,2
1,19,15,59,59,58,59,58,59,57,57,56,54,2
1,19,30,59,58,59,58,59,57,57,56,54,57,2
1,19,45,58,59,58,59,57,57,56,54,57,58,2
1,20,0,59,58,59,57,57,56,54,57,58,58,2
1,20,15,58,59,57,57,56,54,57,58,58,57,2
1,20,30,59,57,57,56,54,57,58,58,57,59,1
1,20,45,57,57,56,54,57,58,58,57,59,58,1
1,21,0,57,56,54,57,58,58,57,59,58,58,1
1,21,15,56,54,57,58,58,57,59,58,58,60,1
1,21,30,54,57,58,58,57,59,58,58,60,60,1
1,21,45,57,58,58,57,59,58,58,60,60,61,1
1,22,0,58,58,57,59,58,58,60,60,61,60,1
1,22,15,58,57,59,58,58,60,60,61,60,62,1
1,22,30,57,59,58,58,60,60,61,60,62,61,1
1,22,45,59,58,58,60,60,61,60,62,61,63,1
1,23,0,58,58,60,60,61,60,62,61,63,65,1
1,23,15,58,60,60,61,60,62,61,63,65,62,1
1,23,30,60,60,61,60,62,61,63,65,62,63,1
1,23,45,60,61,60,62,61,63,65,62,63,64,1
2,0,0,61,60,62,61,63,65,62,63,64,61,1
2,0,15,60,62,61,63,65,62,63,64,61,61,1
2,0,30,62,61,63,65,62,63,64,61,61,64,1
2,0,45,61,63,65,62,63,64,61,61,64,61,2
2,1,0,63,65,62,63,64,61,61,64,61,61,3
2,1,15,65,62,63,64,61,61,64,61,61,63,3
2,1,30,62,63,64,61,61,64,61,61,63,44,3
2,1,45,63,64,61,61,64,61,61,63,44,34,2
2,2,0,64,61,61,64,61,61,63,44,34,34,2
2,2,15,61,61,64,61,61,63,44,34,34,5,2
2,2,30,61,64,61,61,63,44,34,34,5,57.478835978836,2
2,2,45,64,61,61,63,44,34,34,5,57.478835978836,57.478835978836,2
2,3,0,61,61,63,44,34,34,5,57.478835978836,57.478835978836,57.478835978836,2
2,3,15,61,63,44,34,34,5,57.478835978836,57.478835978836,57.478835978836,57.478835978836,3
2,3,30,63,44,34,34,5,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,1
2,3,45,44,34,34,5,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,2
2,4,0,34,34,5,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,32,2
2,4,15,34,5,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,32,66,1
2,4,30,5,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,32,66,54,1
2,4,45,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,32,66,54,55,2
2,5,0,57.478835978836,57.478835978836,57.478835978836,57.478835978836,57.478835978836,32,66,54,55,64,1
2,5,15,57.478835978836,57.478835978836,57.478835978836,57.478835978836,32,66,54,55,64,62,1
2,5,30,57.478835978836,57.478835978836,57.478835978836,32,66,54,55,64,62,46,1
2,5,45,57.478835978836,57.478835978836,32,66,54,55,64,62,46,62,1
2,6,0,57.478835978836,32,66,54,55,64,62,46,62,64,1
2,6,15,32,66,54,55,64,62,46,62,64,66,1
2,6,30,66,54,55,64,62,46,62,64,66,63,1
2,6,45,54,55,64,62,46,62,64,66,63,62,1
2,7,0,55,64,62,46,62,64,66,63,62,62,1
2,7,15,64,62,46,62,64,66,63,62,62,63,1
2,7,30,62,46,62,64,66,63,62,62,63,61,1
2,7,45,46,62,64,66,63,62,62,63,61,60,1
2,8,0,62,64,66,63,62,62,63,61,60,60,2
2,8,15,64,66,63,62,62,63,61,60,60,60,1
2,8,30,66,63,62,62,63,61,60,60,60,60,2
2,8,45,63,62,62,63,61,60,60,60,60,58,2
2,9,0,62,62,63,61,60,60,60,60,58,60,2
2,9,15,62,63,61,60,60,60,60,58,60,58,1
2,9,30,63,61,60,60,60,60,58,60,58,58,1
2,9,45,61,60,60,60,60,58,60,58,58,57,2
2,10,0,60,60,60,60,58,60,58,58,57,60,1
2,10,15,60,60,60,58,60,58,58,57,60,61,1
2,10,30,60,60,58,60,58,58,57,60,61,58,2
2,10,45,60,58,60,58,58,57,60,61,58,60,2
2,11,0,58,60,58,58,57,60,61,58,60,61,2
2,11,15,60,58,58,57,60,61,58,60,61,59,1
2,11,30,58,58,57,60,61,58,60,61,59,59,1
2,11,45,58,57,60,61,58,60,61,59,59,59,1
2,12,0,57,60,61,58,60,61,59,59,59,60,1
2,12,15,60,61,58,60,61,59,59,59,60,61,1
2,12,30,61,58,60,61,59,59,59,60,61,62,1
2,12,45,58,60,61,59,59,59,60,61,62,62,1
2,13,0,60,61,59,59,59,60,61,62,62,61,1
2,13,15,61,59,59,59,60,61,62,62,61,61,1
2,13,30,59,59,59,60,61,62,62,61,61,60,1
2,13,45,59,59,60,61,62,62,61,61,60,61,1
2,14,0,59,60,61,62,62,61,61,60,61,62,2
2,14,15,60,61,62,62,61,61,60,61,62,60,1
2,14,30,61,62,62,61,61,60,61,62,60,61,1
2,14,45,62,62,61,61,60,61,62,60,61,59,1
2,15,0,62,61,61,60,61,62,60,61,59,60,2
2,15,15,61,61,60,61,62,60,61,59,60,60,1
2,15,30,61,60,61,62,60,61,59,60,60,60,2
2,15,45,60,61,62,60,61,59,60,60,60,59,1
2,16,0,61,62,60,61,59,60,60,60,59,60,2
2,16,15,62,60,61,59,60,60,60,59,60,58,2
2,16,30,60,61,59,60,60,60,59,60,58,60,1
2,16,45,61,59,60,60,60,59,60,58,60,59,2
2,17,0,59,60,60,60,59,60,58,60,59,57,2
2,17,15,60,60,60,59,60,58,60,59,57,61,2
2,17,30,60,60,59,60,58,60,59,57,61,59,2
2,17,45,60,59,60,58,60,59,57,61,59,58,2
2,18,0,59,60,58,60,59,57,61,59,58,58,2
2,18,15,60,58,60,59,57,61,59,58,58,56,2
2,18,30,58,60,59,57,61,59,58,58,56,55,2
2,18,45,60,59,57,61,59,58,58,56,55,58,2
2,19,0,59,57,61,59,58,58,56,55,58,58,2
2,19,15,57,61,59,58,58,56,55,58,58,58,2
2,19,30,61,59,58,58,56,55,58,58,58,56,2
2,19,45,59,58,58,56,55,58,58,58,56,56,2
2,20,0,58,58,56,55,58,58,58,56,56,58,2
2,20,15,58,56,55,58,58,58,56,56,58,58,2
2,20,30,56,55,58,58,58,56,56,58,58,58,1
2,20,45,55,58,58,58,56,56,58,58,58,59,1
2,21,0,58,58,58,56,56,58,58,58,59,57,1
2,21,15,58,58,56,56,58,58,58,59,57,61,1
2,21,30,58,56,56,58,58,58,59,57,61,60,1
2,21,45,56,56,58,58,58,59,57,61,60,61,1
2,22,0,56,58,58,58,59,57,61,60,61,63,1
2,22,15,58,58,58,59,57,61,60,61,63,62,1
2,22,30,58,58,59,57,61,60,61,63,62,64,2
2,22,45,58,59,57,61,60,61,63,62,64,61,1
2,23,0,59,57,61,60,61,63,62,64,61,64,2
2,23,15,57,61,60,61,63,62,64,61,64,57,1
2,23,30,61,60,61,63,62,64,61,64,57,61,1
3,0,15,60,61,63,62,64,61,64,57,61,59,1
3,0,30,61,63,62,64,61,64,57,61,59,64,1
3,0,45,63,62,64,61,64,57,61,59,64,65,1
3,1,0,62,64,61,64,57,61,59,64,65,66,2
3,1,15,64,61,64,57,61,59,64,65,66,65,2
3,1,30,61,64,57,61,59,64,65,66,65,62,2
3,1,45,64,57,61,59,64,65,66,65,62,51,2
3,2,0,57,61,59,64,65,66,65,62,51,55,2
3,2,15,61,59,64,65,66,65,62,51,55,58,2
3,2,30,59,64,65,66,65,62,51,55,58,42,3
3,2,45,64,65,66,65,62,51,55,58,42,52,3
3,3,0,65,66,65,62,51,55,58,42,52,51,2
3,3,15,66,65,62,51,55,58,42,52,51,32,2
3,3,30,65,62,51,55,58,42,52,51,32,32,2
3,3,45,62,51,55,58,42,52,51,32,32,47,2
3,4,0,51,55,58,42,52,51,32,32,47,48,2
3,4,15,55,58,42,52,51,32,32,47,48,51,2
3,4,30,58,42,52,51,32,32,47,48,51,46,2
3,4,45,42,52,51,32,32,47,48,51,46,48,2
3,5,0,52,51,32,32,47,48,51,46,48,55,1
3,5,15,51,32,32,47,48,51,46,48,55,57,1
3,5,30,32,32,47,48,51,46,48,55,57,50,1
3,5,45,32,47,48,51,46,48,55,57,50,64,1
3,6,0,47,48,51,46,48,55,57,50,64,67,1
3,6,15,48,51,46,48,55,57,50,64,67,66,1
3,6,30,51,46,48,55,57,50,64,67,66,63,1
3,6,45,46,48,55,57,50,64,67,66,63,63,1
3,7,0,48,55,57,50,64,67,66,63,63,62,1
3,7,15,55,57,50,64,67,66,63,63,62,62,1
3,7,30,57,50,64,67,66,63,63,62,62,61,1
3,7,45,50,64,67,66,63,63,62,62,61,62,1
3,8,0,64,67,66,63,63,62,62,61,62,61,2
3,8,15,67,66,63,63,62,62,61,62,61,61,1
3,8,30,66,63,63,62,62,61,62,61,61,60,2
3,8,45,63,63,62,62,61,62,61,61,60,59,2
3,9,0,63,62,62,61,62,61,61,60,59,61,2
3,9,15,62,62,61,62,61,61,60,59,61,59,2
3,9,30,62,61,62,61,61,60,59,61,59,56,2
3,9,45,61,62,61,61,60,59,61,59,56,56,1
3,10,0,62,61,61,60,59,61,59,56,56,57,2
3,10,15,61,61,60,59,61,59,56,56,57,59,2
3,10,30,61,60,59,61,59,56,56,57,59,60,1
3,10,45,60,59,61,59,56,56,57,59,60,54,1
3,11,0,59,61,59,56,56,57,59,60,54,56,2
3,11,15,61,59,56,56,57,59,60,54,56,61,2
3,11,30,59,56,56,57,59,60,54,56,61,60,2
3,11,45,56,56,57,59,60,54,56,61,60,59,1
3,12,0,56,57,59,60,54,56,61,60,59,59,1
3,12,15,57,59,60,54,56,61,60,59,59,57,2
3,12,30,59,60,54,56,61,60,59,59,57,60,1
3,12,45,60,54,56,61,60,59,59,57,60,60,1
3,13,0,54,56,61,60,59,59,57,60,60,59,2
3,13,15,56,61,60,59,59,57,60,60,59,63,1
3,13,30,61,60,59,59,57,60,60,59,63,60,1
3,13,45,60,59,59,57,60,60,59,63,60,58,1
3,14,0,59,59,57,60,60,59,63,60,58,63,1
3,14,15,59,57,60,60,59,63,60,58,63,61,1
3,14,30,57,60,60,59,63,60,58,63,61,60,1
3,14,45,60,60,59,63,60,58,63,61,60,62,1
3,15,0,60,59,63,60,58,63,61,60,62,61,1
3,15,15,59,63,60,58,63,61,60,62,61,60,2
3,15,30,63,60,58,63,61,60,62,61,60,61,2
3,15,45,60,58,63,61,60,62,61,60,61,60,2
3,16,0,58,63,61,60,62,61,60,61,60,59,1
3,16,15,63,61,60,62,61,60,61,60,59,59,2
3,16,30,61,60,62,61,60,61,60,59,59,58,2
3,16,45,60,62,61,60,61,60,59,59,58,60,2
3,17,0,62,61,60,61,60,59,59,58,60,59,2
3,17,15,61,60,61,60,59,59,58,60,59,59,2
3,17,30,60,61,60,59,59,58,60,59,59,58,2
3,17,45,61,60,59,59,58,60,59,59,58,57,2
3,18,0,60,59,59,58,60,59,59,58,57,58,2
3,18,15,59,59,58,60,59,59,58,57,58,57,2
3,18,30,59,58,60,59,59,58,57,58,57,56,2
3,18,45,58,60,59,59,58,57,58,57,56,55,2
3,19,0,60,59,59,58,57,58,57,56,55,58,2
3,19,15,59,59,58,57,58,57,56,55,58,57,2
3,19,30,59,58,57,58,57,56,55,58,57,43,2
3,19,45,58,57,58,57,56,55,58,57,43,55,2
3,20,0,57,58,57,56,55,58,57,43,55,58,2
